"year","model","stratum_bin","species_name","lbin","prey_guild","strat_preycons_t_km2","area","cons_tons_day"
1982,"EBS","NW_corner","P.cod","[10,30)","MISSING",4.6179059192537e-05,29522,1.36329818548208
1982,"EBS","NW_corner","P.cod","[30,60)","MISSING",0.00902146742437432,29522,266.331761302379
1982,"EBS","NW_corner","P.cod","[60,85)","MISSING",0.0137048003096158,29522,404.593114740476
1982,"EBS","NW_corner","P.cod","[85,999)","MISSING",0.0010321757425451,29522,30.4718922714164
1982,"EBS","NW_inner","P.cod","[0,10)","MISSING",0,41027,0
1982,"EBS","NW_inner","P.cod","[10,30)","MISSING",0.000266068064317887,41027,10.9159744747699
1982,"EBS","NW_inner","P.cod","[30,60)","MISSING",0.00882824659993018,41027,362.196473255335
1982,"EBS","NW_inner","P.cod","[60,85)","MISSING",0.00546743487000268,41027,224.3124504116
1982,"EBS","NW_middle","P.cod","[10,30)","MISSING",0.000344551322214804,62703,21.6044015568349
1982,"EBS","NW_middle","P.cod","[30,60)","MISSING",0.00967101029705345,62703,606.401358656142
1982,"EBS","NW_middle","P.cod","[60,85)","MISSING",0.00760206113401336,62703,476.672039286039
1982,"EBS","NW_outer","P.cod","[0,10)","MISSING",0,88134,0
1982,"EBS","NW_outer","P.cod","[10,30)","MISSING",4.30905027137227e-05,88134,3.79773836617123
1982,"EBS","NW_outer","P.cod","[30,60)","MISSING",0.00616723623965404,88134,543.543198745669
1982,"EBS","NW_outer","P.cod","[60,85)","MISSING",0.0163575158744061,88134,1441.65330407491
1982,"EBS","NW_outer","P.cod","[85,999)","MISSING",0.00388284774267681,88134,342.210902953078
1982,"EBS","Pribs","P.cod","[0,10)","MISSING",0,32785,0
1982,"EBS","Pribs","P.cod","[10,30)","MISSING",0.000123116913136256,32785,4.03638799717217
1982,"EBS","Pribs","P.cod","[30,60)","MISSING",0.00557210245187685,32785,182.681378884782
1982,"EBS","Pribs","P.cod","[60,85)","MISSING",0.00462830298351587,32785,151.738913314568
1982,"EBS","SE_inner","P.cod","[0,10)","MISSING",2.91119009842394e-07,77871,0.022669728415437
1982,"EBS","SE_inner","P.cod","[10,30)","MISSING",9.23851156345994e-05,77871,7.19412133958189
1982,"EBS","SE_inner","P.cod","[30,60)","MISSING",0.0106318993297172,77871,827.916632704405
1982,"EBS","SE_inner","P.cod","[60,85)","MISSING",0.0137021095022781,77871,1066.99696905189
1982,"EBS","SE_middle","P.cod","[0,10)","MISSING",0,94526,0
1982,"EBS","SE_middle","P.cod","[10,30)","MISSING",9.5376031669585e-05,94526,9.01551476959919
1982,"EBS","SE_middle","P.cod","[30,60)","MISSING",0.00619864615238598,94526,585.933226200437
1982,"EBS","SE_middle","P.cod","[60,85)","MISSING",0.00448574533793111,94526,424.019563813276
1982,"EBS","SE_middle","P.cod","[85,999)","MISSING",0.00292118256905186,94526,276.127703522196
1982,"EBS","SE_outer","P.cod","[0,10)","MISSING",0,38792,0
1982,"EBS","SE_outer","P.cod","[30,60)","MISSING",0.00319498841239336,38792,123.939990493563
1982,"EBS","SE_outer","P.cod","[60,85)","MISSING",0.00621185299963901,38792,240.970201561997
1982,"EBS","SE_outer","P.cod","[85,999)","MISSING",0.00352021814326756,38792,136.556302213635
1982,"EBS","StMatt","P.cod","[10,30)","MISSING",0.000274633045584268,27537,7.56257017625399
1982,"EBS","StMatt","P.cod","[30,60)","MISSING",0.00928694818300027,27537,255.734692115279
1982,"EBS","StMatt","P.cod","[60,85)","MISSING",0.00707857114140795,27537,194.922613520951
1982,"EBS","StMatt","P.cod","[85,999)","MISSING",0.000880023896617089,27537,24.2332180411448
1983,"EBS","NW_inner","P.cod","[0,10)","MISSING",3.54080371924445e-06,41027,0.145268554189442
1983,"EBS","NW_inner","P.cod","[10,30)","MISSING",0.00205736301294531,41027,84.4074323321071
1983,"EBS","NW_inner","P.cod","[30,60)","MISSING",0.0251876509140042,41027,1033.37375404885
1983,"EBS","NW_inner","P.cod","[60,85)","MISSING",0.0214847380249307,41027,881.454346948833
1983,"EBS","NW_middle","P.cod","[0,10)","MISSING",0,62703,0
1983,"EBS","NW_middle","P.cod","[10,30)","MISSING",8.30450736567226e-05,62703,5.20717525349748
1983,"EBS","NW_middle","P.cod","[30,60)","MISSING",0.00652172641714277,62703,408.931811534103
1983,"EBS","NW_middle","P.cod","[60,85)","MISSING",0.00551503194116292,62703,345.809047806739
1983,"EBS","NW_middle","P.cod","[85,999)","MISSING",0.00484793125882959,62703,303.979833722392
1983,"EBS","NW_outer","P.cod","[0,10)","MISSING",0,88134,0
1983,"EBS","NW_outer","P.cod","[10,30)","MISSING",3.80804940208337e-05,88134,3.35618626003216
1983,"EBS","NW_outer","P.cod","[30,60)","MISSING",0.00359157737275262,88134,316.54008017018
1983,"EBS","NW_outer","P.cod","[60,85)","MISSING",0.013171486001432,88134,1160.85574725021
1983,"EBS","NW_outer","P.cod","[85,999)","MISSING",0.00159539626513302,88134,140.608654431234
1983,"EBS","Pribs","P.cod","[0,10)","MISSING",4.05321082839088e-07,32785,0.0132884517008795
1983,"EBS","Pribs","P.cod","[10,30)","MISSING",0.000284026561125468,32785,9.31181080649846
1983,"EBS","Pribs","P.cod","[30,60)","MISSING",0.00562030820369984,32785,184.261804458299
1983,"EBS","Pribs","P.cod","[60,85)","MISSING",0.00340539287027623,32785,111.645805252006
1983,"EBS","SE_inner","P.cod","[0,10)","MISSING",7.5573602258386e-07,77871,0.0588499198146278
1983,"EBS","SE_inner","P.cod","[10,30)","MISSING",0.000985652906555639,77871,76.7537774863941
1983,"EBS","SE_inner","P.cod","[30,60)","MISSING",0.0207612091373366,77871,1616.69611673354
1983,"EBS","SE_inner","P.cod","[60,85)","MISSING",0.0300853713548123,77871,2342.77795277059
1983,"EBS","SE_inner","P.cod","[85,999)","MISSING",0.00565000768549456,77871,439.971748477147
1983,"EBS","SE_middle","P.cod","[0,10)","MISSING",0,94526,0
1983,"EBS","SE_middle","P.cod","[10,30)","MISSING",0.000110836705403322,94526,10.4769504149544
1983,"EBS","SE_middle","P.cod","[30,60)","MISSING",0.00480405104073498,94526,454.107728676515
1983,"EBS","SE_middle","P.cod","[60,85)","MISSING",0.00918406512441478,94526,868.132939950431
1983,"EBS","SE_middle","P.cod","[85,999)","MISSING",0.00430477777807989,94526,406.913424250779
1983,"EBS","SE_outer","P.cod","[0,10)","MISSING",0,38792,0
1983,"EBS","SE_outer","P.cod","[30,60)","MISSING",0.00486573840368602,38792,188.751724155788
1983,"EBS","SE_outer","P.cod","[60,85)","MISSING",0.00788250348015886,38792,305.778075002323
1983,"EBS","SE_outer","P.cod","[85,999)","MISSING",0.00369496805275733,38792,143.335200702562
1983,"EBS","StMatt","P.cod","[10,30)","MISSING",0.000360076121876191,27537,9.91541616810468
1983,"EBS","StMatt","P.cod","[30,60)","MISSING",0.0112094795323297,27537,308.675437881764
1983,"EBS","StMatt","P.cod","[60,85)","MISSING",0.0116673897781187,27537,321.284912320056
1983,"EBS","StMatt","P.cod","[85,999)","MISSING",0.00303718585973688,27537,83.6349870195746
1984,"EBS","NW_inner","P.cod","[0,10)","MISSING",0,41027,0
1984,"EBS","NW_inner","P.cod","[10,30)","Benth Amph",4.17325568935525e-05,41027,1.71216161167178
1984,"EBS","NW_inner","P.cod","[10,30)","Euphausiid",3.28742334005831e-06,41027,0.134873117372572
1984,"EBS","NW_inner","P.cod","[10,30)","Gen. Fish",4.59943828028393e-05,41027,1.88701154325209
1984,"EBS","NW_inner","P.cod","[10,30)","Gen. Mollusc",5.16206970752958e-06,41027,0.211784233890816
1984,"EBS","NW_inner","P.cod","[10,30)","Glopp",1.41641029782768e-06,41027,0.0581110652889762
1984,"EBS","NW_inner","P.cod","[10,30)","Mysid",2.39085333822422e-06,41027,0.0980895399073252
1984,"EBS","NW_inner","P.cod","[10,30)","NP Shrimp",0.000384525032482847,41027,15.7759085076737
1984,"EBS","NW_inner","P.cod","[10,30)","Polychaete",2.98410559279163e-05,41027,1.22428900155462
