"year","model","stratum","species_name","lbin","strat_bio_t_km2","stratum_bin","area","bio_tons","jcat"
1984,"WGOA",10,"Pacific_cod","[0,20)",0.000567047080705923,"Shumagin_shelf",8332.718,4.7250434162457,"juv"
1984,"WGOA",10,"Pacific_cod","[30,60)",7.23004616236665,"Shumagin_shelf",8332.718,60245.9357979835,"adu"
1984,"WGOA",10,"Pacific_cod","[60,85)",1.82717490251667,"Shumagin_shelf",8332.718,15225.3331993489,"adu"
1984,"WGOA",10,"Pacific_cod","[85,999)",0.392488907907247,"Shumagin_shelf",8332.718,3270.49938771906,"adu"
1984,"WGOA",11,"Pacific_cod","[0,20)",0.000260373569897638,"Shumagin_shelf",13681.241,3.56223355979994,"juv"
1984,"WGOA",11,"Pacific_cod","[20,30)",0.0138272582723379,"Shumagin_shelf",13681.241,189.174052793099,"adu"
1984,"WGOA",11,"Pacific_cod","[30,60)",2.02929680603563,"Shumagin_shelf",13681.241,27763.2986639037,"adu"
1984,"WGOA",11,"Pacific_cod","[60,85)",3.74781262906622,"Shumagin_shelf",13681.241,51274.7278010985,"adu"
1984,"WGOA",11,"Pacific_cod","[85,999)",0.510543870570978,"Shumagin_shelf",13681.241,6984.87373435436,"adu"
1984,"WGOA",12,"Pacific_cod","[0,20)",0.0056276106131387,"Shumagin_shelf",6875.823,38.6944544888631,"juv"
1984,"WGOA",12,"Pacific_cod","[20,30)",0.0392268603802643,"Shumagin_shelf",6875.823,269.71694882041,"adu"
1984,"WGOA",12,"Pacific_cod","[30,60)",1.287129385279,"Shumagin_shelf",6875.823,8850.0738312772,"adu"
1984,"WGOA",12,"Pacific_cod","[60,85)",1.10160481302107,"Shumagin_shelf",6875.823,7574.439710281,"adu"
1984,"WGOA",13,"Pacific_cod","[0,20)",0.000411952039926816,"Shumagin_shelf",12398.789,5.10770642117217,"juv"
1984,"WGOA",13,"Pacific_cod","[20,30)",0.0427657807040648,"Shumagin_shelf",12398.789,530.243891369971,"adu"
1984,"WGOA",13,"Pacific_cod","[30,60)",1.50235073013005,"Shumagin_shelf",12398.789,18627.3297068785,"adu"
1984,"WGOA",13,"Pacific_cod","[60,85)",0.588332193417923,"Shumagin_shelf",12398.789,7294.60672809602,"adu"
1984,"WGOA",13,"Pacific_cod","[85,999)",0.311906228584116,"Shumagin_shelf",12398.789,3867.25951600022,"adu"
1984,"WGOA",20,"Pacific_cod","[0,20)",0,"Chirikof_shelf",7940.852,0,"juv"
1984,"WGOA",20,"Pacific_cod","[30,60)",0.66550436839816,"Chirikof_shelf",7940.852,5284.67169480327,"adu"
1984,"WGOA",20,"Pacific_cod","[60,85)",0.655478127364268,"Chirikof_shelf",7940.852,5205.0547986368,"adu"
1984,"WGOA",21,"Pacific_cod","[0,20)",0,"Chirikof_shelf",7302.086,0,"juv"
1984,"WGOA",21,"Pacific_cod","[20,30)",0.318137231315029,"Chirikof_shelf",7302.086,2323.06542286423,"adu"
1984,"WGOA",21,"Pacific_cod","[30,60)",1.9924621493956,"Chirikof_shelf",7302.086,14549.1299666315,"adu"
1984,"WGOA",21,"Pacific_cod","[60,85)",0.049714107919756,"Chirikof_shelf",7302.086,363.01669144334,"adu"
1984,"WGOA",22,"Pacific_cod","[0,20)",0.00212139185808419,"Chirikof_shelf",10792.012,22.8940863891469,"juv"
1984,"WGOA",22,"Pacific_cod","[20,30)",0.490679307851703,"Chirikof_shelf",10792.012,5295.41697848727,"adu"
1984,"WGOA",22,"Pacific_cod","[30,60)",2.82957508114951,"Chirikof_shelf",10792.012,30536.8082306665,"adu"
1984,"WGOA",22,"Pacific_cod","[60,85)",1.25102849257927,"Chirikof_shelf",10792.012,13501.1145042574,"adu"
1984,"WGOA",22,"Pacific_cod","[85,999)",0.341910649710837,"Chirikof_shelf",10792.012,3689.90383460715,"adu"
1984,"WGOA",30,"Pacific_cod","[0,20)",0,"Kodiak_shelf",5766.075,0,"juv"
1984,"WGOA",30,"Pacific_cod","[20,30)",0.00791455279047053,"Kodiak_shelf",5766.075,45.6359049813124,"adu"
1984,"WGOA",30,"Pacific_cod","[30,60)",1.47465456986609,"Kodiak_shelf",5766.075,8502.96884894064,"adu"
1984,"WGOA",30,"Pacific_cod","[60,85)",0.500939455716425,"Kodiak_shelf",5766.075,2888.45447212008,"adu"
1984,"WGOA",31,"Pacific_cod","[0,20)",9.77922673688141e-05,"Kodiak_shelf",15403.147,1.50630866974515,"juv"
1984,"WGOA",31,"Pacific_cod","[20,30)",0.132408505315307,"Kodiak_shelf",15403.147,2039.50767142196,"adu"
1984,"WGOA",31,"Pacific_cod","[30,60)",3.08253958628303,"Kodiak_shelf",15403.147,47480.8103808366,"adu"
1984,"WGOA",31,"Pacific_cod","[60,85)",0.842323553069387,"Kodiak_shelf",15403.147,12974.4335094901,"adu"
1984,"WGOA",32,"Pacific_cod","[0,20)",0.00783892208655687,"Kodiak_shelf",9886.88,77.5024819991374,"juv"
1984,"WGOA",32,"Pacific_cod","[20,30)",0.0395997574466859,"Kodiak_shelf",9886.88,391.51804990449,"adu"
1984,"WGOA",32,"Pacific_cod","[30,60)",0.309915487793097,"Kodiak_shelf",9886.88,3064.09723795182,"adu"
1984,"WGOA",33,"Pacific_cod","[0,20)",0,"Kodiak_shelf",5260.082,0,"juv"
1984,"WGOA",35,"Pacific_cod","[0,20)",0,"Kodiak_shelf",2199.622,0,"juv"
1984,"WGOA",35,"Pacific_cod","[30,60)",3.05777767766612,"Kodiak_shelf",2199.622,6725.95505090331,"adu"
1984,"WGOA",35,"Pacific_cod","[60,85)",1.38813763055285,"Kodiak_shelf",2199.622,3053.37807119192,"adu"
1984,"WGOA",110,"Pacific_cod","[0,20)",0,"Shumagin_gully",4245.316,0,"juv"
1984,"WGOA",110,"Pacific_cod","[30,60)",1.45646547925588,"Shumagin_gully",4245.316,6183.15620253265,"adu"
1984,"WGOA",110,"Pacific_cod","[60,85)",0.623564373872268,"Shumagin_gully",4245.316,2647.22781342992,"adu"
1984,"WGOA",110,"Pacific_cod","[85,999)",0.764936831952702,"Shumagin_gully",4245.316,3247.39857167812,"adu"
1984,"WGOA",111,"Pacific_cod","[0,20)",0,"Shumagin_shelf",8153.739,0,"juv"
1984,"WGOA",111,"Pacific_cod","[30,60)",0.881054190318207,"Shumagin_shelf",8153.739,7183.88591271099,"adu"
1984,"WGOA",111,"Pacific_cod","[60,85)",1.05269007385066,"Shumagin_shelf",8153.739,8583.36011006899,"adu"
1984,"WGOA",111,"Pacific_cod","[85,999)",1.17961983519136,"Shumagin_shelf",8153.739,9618.31225537338,"adu"
1984,"WGOA",112,"Pacific_cod","[0,20)",0,"Shumagin_gully",2278.242,0,"juv"
1984,"WGOA",112,"Pacific_cod","[30,60)",0.805283257347753,"Shumagin_gully",2278.242,1834.63013878646,"adu"
1984,"WGOA",112,"Pacific_cod","[60,85)",10.7041019748158,"Shumagin_gully",2278.242,24386.5346913083,"adu"
1984,"WGOA",112,"Pacific_cod","[85,999)",30.8484355684024,"Shumagin_gully",2278.242,70280.2015462282,"adu"
1984,"WGOA",120,"Pacific_cod","[0,20)",0.000277088175521032,"Chirikof_gully",11104.039,3.07679790742439,"juv"
1984,"WGOA",120,"Pacific_cod","[20,30)",0.00530508604256517,"Chirikof_gully",11104.039,58.9078823149993,"adu"
1984,"WGOA",120,"Pacific_cod","[30,60)",1.26430062481918,"Chirikof_gully",11104.039,14038.8434457166,"adu"
1984,"WGOA",120,"Pacific_cod","[60,85)",0.966863658143089,"Chirikof_gully",11104.039,10736.0917677035,"adu"
1984,"WGOA",120,"Pacific_cod","[85,999)",0.684533416014712,"Chirikof_gully",11104.039,7601.08574823058,"adu"
1984,"WGOA",121,"Pacific_cod","[0,20)",0,"Chirikof_shelf",7734.619,0,"juv"
1984,"WGOA",121,"Pacific_cod","[30,60)",1.3808720138623,"Chirikof_shelf",7734.619,10680.5189149876,"adu"
1984,"WGOA",121,"Pacific_cod","[60,85)",1.42270629503554,"Chirikof_shelf",7734.619,11004.0911410015,"adu"
1984,"WGOA",121,"Pacific_cod","[85,999)",0.232010132776269,"Chirikof_shelf",7734.619,1794.50998116385,"adu"
1984,"WGOA",122,"Pacific_cod","[0,20)",0,"Chirikof_shelf",5010.738,0,"juv"
1984,"WGOA",122,"Pacific_cod","[20,30)",0.00545011778307744,"Chirikof_shelf",5010.738,27.3091122801419,"adu"
1984,"WGOA",122,"Pacific_cod","[30,60)",8.73063892694267,"Chirikof_shelf",5010.738,43746.9442355108,"adu"
1984,"WGOA",122,"Pacific_cod","[60,85)",5.85341637765317,"Chirikof_shelf",5010.738,29329.9358733291,"adu"
1984,"WGOA",122,"Pacific_cod","[85,999)",0.301037964864107,"Chirikof_shelf",5010.738,1508.42236998725,"adu"
1984,"WGOA",130,"Pacific_cod","[0,20)",0,"Kodiak_gully",7911.775,0,"juv"
1984,"WGOA",130,"Pacific_cod","[30,60)",2.63921251096429,"Kodiak_gully",7911.775,20880.8555639345,"adu"
1984,"WGOA",130,"Pacific_cod","[60,85)",1.79087991086708,"Kodiak_gully",7911.775,14169.0389068004,"adu"
1984,"WGOA",130,"Pacific_cod","[85,999)",0.506609734192822,"Kodiak_gully",7911.775,4008.18222974342,"adu"
1984,"WGOA",131,"Pacific_cod","[0,20)",0,"Kodiak_shelf",7336.402,0,"juv"
1984,"WGOA",131,"Pacific_cod","[30,60)",5.12896256225809,"Kodiak_shelf",7336.402,37628.1311996754,"adu"
1984,"WGOA",131,"Pacific_cod","[60,85)",3.14006232329998,"Kodiak_shelf",7336.402,23036.7595087827,"adu"
1984,"WGOA",131,"Pacific_cod","[85,999)",2.59065309885302,"Kodiak_shelf",7336.402,19006.0725757315,"adu"
1984,"WGOA",132,"Pacific_cod","[0,20)",0,"Kodiak_shelf",10980.778,0,"juv"
1984,"WGOA",132,"Pacific_cod","[30,60)",1.95139583734941,"Kodiak_shelf",10980.778,21427.8444800579,"adu"
1984,"WGOA",132,"Pacific_cod","[60,85)",2.33014909489427,"Kodiak_shelf",10980.778,25586.8499179349,"adu"
1984,"WGOA",132,"Pacific_cod","[85,999)",1.05581569411568,"Kodiak_shelf",10980.778,11593.6777460002,"adu"
1984,"WGOA",133,"Pacific_cod","[0,20)",0,"Kodiak_shelf",12077.011,0,"juv"
1984,"WGOA",133,"Pacific_cod","[30,60)",1.6487167195859,"Kodiak_shelf",12077.011,19911.5699583228,"adu"
1984,"WGOA",133,"Pacific_cod","[60,85)",0.502409305863735,"Kodiak_shelf",12077.011,6067.60271341869,"adu"
1984,"WGOA",133,"Pacific_cod","[85,999)",0.782703106127021,"Kodiak_shelf",12077.011,9452.7140224302,"adu"
1984,"WGOA",134,"Pacific_cod","[0,20)",0,"Kodiak_shelf",5025.806,0,"juv"
1984,"WGOA",134,"Pacific_cod","[30,60)",7.52776574158395,"Kodiak_shelf",5025.806,37833.0902306471,"adu"
1984,"WGOA",134,"Pacific_cod","[60,85)",1.15073057493465,"Kodiak_shelf",5025.806,5783.34862789001,"adu"
1984,"WGOA",134,"Pacific_cod","[85,999)",0.402069323111086,"Kodiak_shelf",5025.806,2020.72241650763,"adu"
1984,"WGOA",210,"Pacific_cod","[0,20)",0,"Shumagin_slope",2787.949,0,"juv"
1984,"WGOA",210,"Pacific_cod","[30,60)",0.491176286832431,"Shumagin_slope",2787.949,1369.37443769819,"adu"
1984,"WGOA",210,"Pacific_cod","[60,85)",0.563114864153342,"Shumagin_slope",2787.949,1569.93552240145,"adu"
1984,"WGOA",220,"Pacific_cod","[0,20)",0,"Chirikof_gully",10017.785,0,"juv"
1984,"WGOA",220,"Pacific_cod","[30,60)",0.499220368515286,"Chirikof_gully",10017.785,5001.08231940691,"adu"
1984,"WGOA",220,"Pacific_cod","[60,85)",1.02349311831905,"Chirikof_gully",10017.785,10253.1340082999,"adu"
1984,"WGOA",220,"Pacific_cod","[85,999)",0.1226479189511,"Chirikof_gully",10017.785,1228.66048274955,"adu"
1984,"WGOA",221,"Pacific_cod","[0,20)",0,"Chirikof_slope",1528.313,0,"juv"
1984,"WGOA",221,"Pacific_cod","[30,60)",1.7749336212826,"Chirikof_slope",1528.313,2712.65412754328,"adu"
1984,"WGOA",221,"Pacific_cod","[60,85)",1.66726469958613,"Chirikof_slope",1528.313,2548.10231481857,"adu"
1984,"WGOA",221,"Pacific_cod","[85,999)",0.186643957586416,"Chirikof_slope",1528.313,285.250386750768,"adu"
1984,"WGOA",230,"Pacific_cod","[0,20)",0,"Kodiak_gully",6659.46,0,"juv"
1984,"WGOA",230,"Pacific_cod","[30,60)",0.793867271208411,"Kodiak_gully",6659.46,5286.72733792156,"adu"
1984,"WGOA",230,"Pacific_cod","[60,85)",0.750490095173235,"Kodiak_gully",6659.46,4997.85876920235,"adu"
1984,"WGOA",231,"Pacific_cod","[0,20)",0,"Kodiak_slope",1622.614,0,"juv"
1984,"WGOA",231,"Pacific_cod","[30,60)",1.35495298537877,"Kodiak_slope",1622.614,2198.56568341738,"adu"
1984,"WGOA",231,"Pacific_cod","[60,85)",1.17155924596968,"Kodiak_slope",1622.614,1900.98843433984,"adu"
1984,"WGOA",232,"Pacific_cod","[0,20)",0,"Kodiak_gully",3208.227,0,"juv"
1984,"WGOA",232,"Pacific_cod","[30,60)",0.423077044268626,"Kodiak_gully",3208.227,1357.3271965028,"adu"
1984,"WGOA",232,"Pacific_cod","[60,85)",1.80810234843614,"Kodiak_gully",3208.227,5800.80277301623,"adu"
1984,"WGOA",310,"Pacific_cod","[0,20)",0,"Shumagin_slope",2531.101,0,"juv"
1984,"WGOA",320,"Pacific_cod","[0,20)",0,"Chirikof_slope",1603.961,0,"juv"
1984,"WGOA",320,"Pacific_cod","[30,60)",0.325909600855699,"Chirikof_slope",1603.961,522.746289298108,"adu"
1984,"WGOA",320,"Pacific_cod","[60,85)",0.37025551700963,"Chirikof_slope",1603.961,593.875409318283,"adu"
1984,"WGOA",330,"Pacific_cod","[0,20)",0,"Kodiak_slope",2911.769,0,"juv"
1984,"WGOA",410,"Pacific_cod","[0,20)",0,"Shumagin_slope",2005.603,0,"juv"
1984,"WGOA",420,"Pacific_cod","[0,20)",0,"Chirikof_slope",1953.21,0,"juv"
1984,"WGOA",430,"Pacific_cod","[0,20)",0,"Kodiak_slope",1744.835,0,"juv"
1984,"WGOA",510,"Pacific_cod","[0,20)",0,"Shumagin_slope",1937.22,0,"juv"
1984,"WGOA",520,"Pacific_cod","[0,20)",0,"Chirikof_slope",3065.55,0,"juv"
1984,"WGOA",530,"Pacific_cod","[0,20)",0,"Kodiak_slope",3493.863,0,"juv"
1987,"WGOA",10,"Pacific_cod","[0,20)",0,"Shumagin_shelf",8332.718,0,"juv"
1987,"WGOA",10,"Pacific_cod","[20,30)",0.00609233209292084,"Shumagin_shelf",8332.718,50.7656852926592,"adu"
1987,"WGOA",10,"Pacific_cod","[30,60)",1.61297117067669,"Shumagin_shelf",8332.718,13440.4339073787,"adu"
1987,"WGOA",10,"Pacific_cod","[60,85)",1.24588630160731,"Shumagin_shelf",8332.718,10381.6192113566,"adu"
1987,"WGOA",10,"Pacific_cod","[85,999)",0.433711061684913,"Shumagin_shelf",8332.718,3613.99197050098,"adu"
1987,"WGOA",11,"Pacific_cod","[0,20)",0.000542883645181268,"Shumagin_shelf",13681.241,7.42732198468342,"juv"
1987,"WGOA",11,"Pacific_cod","[20,30)",0.0173994292649822,"Shumagin_shelf",13681.241,238.045785036674,"adu"
1987,"WGOA",11,"Pacific_cod","[30,60)",1.11276156677717,"Shumagin_shelf",13681.241,15223.959170616,"adu"
1987,"WGOA",11,"Pacific_cod","[60,85)",0.908975466208753,"Shumagin_shelf",13681.241,12435.9124162893,"adu"
1987,"WGOA",11,"Pacific_cod","[85,999)",0.183043964264542,"Shumagin_shelf",13681.241,2504.26858869859,"adu"
1987,"WGOA",12,"Pacific_cod","[0,20)",0.00374434372691652,"Shumagin_shelf",6875.823,25.7454447174383,"juv"
1987,"WGOA",12,"Pacific_cod","[20,30)",0.0289757355531468,"Shumagin_shelf",6875.823,199.232028958245,"adu"
1987,"WGOA",12,"Pacific_cod","[30,60)",0.713220382812026,"Shumagin_shelf",6875.823,4903.97711220773,"adu"
1987,"WGOA",12,"Pacific_cod","[60,85)",0.947898209263093,"Shumagin_shelf",6875.823,6517.58030890999,"adu"
1987,"WGOA",12,"Pacific_cod","[85,999)",0.327935034786064,"Shumagin_shelf",6875.823,2254.82325468782,"adu"
