"year","model","race_guild","bio_tons","bio_tkm2"
1984,"EGOA","Arrowtooth_flounder",216136.004679883,2.53570045960664
1984,"EGOA","Big_skate",6566.24842993891,0.0770350094439273
1984,"EGOA","Black_rockfish",40.7309034651433,0.000477853612542375
1984,"EGOA","Chinook_salmon",280.777653049522,0.00329407414067562
1984,"EGOA","Chum_salmon",1230.37980025916,0.0144347751298017
1984,"EGOA","Deep_water_flatfish",11782.111777816,0.138227345760341
1984,"EGOA","Demersal_shelf_rockfish",1484.01988656478,0.0174104722348371
1984,"EGOA","Flathead_sole",45702.6826705793,0.536182361771171
1984,"EGOA","Gelatinous_carnivores",1106.79299987425,0.0129848588745185
1984,"EGOA","Infauna",90.6635558321289,0.00106366183891295
1984,"EGOA","King_crab",33.8730647847104,0.00039739767592211
1984,"EGOA","Large_sculpins",843.894193005425,0.00990053876600784
1984,"EGOA","Lingcod",4064.67667944242,0.0476866523903774
1984,"EGOA","Longnose_skate",6721.63492857094,0.0788579987074768
1984,"EGOA","MISC_NA",33.1066845100191,0.000388406527882493
1984,"EGOA","MISC_SHELLS",4648.83669187183,0.0545399983388923
1984,"EGOA","Miscellaneous_deep_sea_fish",11.1462140312232,0.000130767014425511
1984,"EGOA","Motile_epifauna",2282.73656319038,0.0267809898726303
1984,"EGOA","Octopus",20.5492342326469,0.000241082936484655
1984,"EGOA","Other_skates",286.052880776176,0.00335596293792076
1984,"EGOA","Pacific_capelin",6.70206550188164,7.86284108406899e-05
1984,"EGOA","Pacific_cod",36791.9816528511,0.431642312094877
1984,"EGOA","Pacific_dogfish",7959.27543546413,0.0933779562074081
1984,"EGOA","Pacific_halibut",63369.6853592686,0.743451053093246
1984,"EGOA","Pacific_herring",10416.3021526318,0.122203712402982
1984,"EGOA","Pacific_sandlance",0.214340915954268,2.51464053803866e-06
1984,"EGOA","Pandalid_shrimp",664.88311503661,0.00780038671890907
1984,"EGOA","Pelagic_shelf_rockfish",11150.3254954498,0.130815249987858
1984,"EGOA","Pink_salmon",35.2155545498837,0.000413147721452974
1984,"EGOA","POP",110656.498846519,1.29821838522074
1984,"EGOA","Rex_sole",13310.525105615,0.156158640379713
1984,"EGOA","Sablefish",55106.0260070495,0.646502074839994
1984,"EGOA","Salmon_shark",2198.39529291942,0.0257915008788525
1984,"EGOA","Sessile_epifauna",1869.08317543477,0.0219280220063868
1984,"EGOA","Shallow_water_flatfish",6417.46158271426,0.0752894470724485
1984,"EGOA","Shelf_demersals",1185.3774955406,0.0139068095790031
1984,"EGOA","Shelf_forage_fish",2691.24115010074,0.0315735521776207
1984,"EGOA","Slope_demersals",27848.4435029159,0.326717018269405
1984,"EGOA","Slope_forage_fish",131.311881333774,0.00154054664951829
1984,"EGOA","Slope_rockfish",30426.2838255311,0.356960155688963
1984,"EGOA","Sockeye_salmon",84.4506445200018,0.000990772168850854
1984,"EGOA","Spotted_ratfish",3830.24958672881,0.0449363614908182
1984,"EGOA","Squid",538.567790188756,0.00631845950485487
1984,"EGOA","Tanner_crab",372.901326068344,0.00437486602613893
1984,"EGOA","Thornyheads",11784.7915122417,0.138258784316009
1984,"EGOA","Unlisted_rockfish",1488.68699118033,0.0174652265518525
1984,"EGOA","Walleye_pollock",10741.9152008136,0.12602379391671
1987,"EGOA","Arrowtooth_flounder",165417.715406582,1.94067516703102
1987,"EGOA","Big_skate",2924.66184016487,0.0343120359945764
1987,"EGOA","Chinook_salmon",230.389074244209,0.0027029170004074
1987,"EGOA","Chum_salmon",39.0975398147021,0.000458691044208317
1987,"EGOA","Coho_salmon",13.8835355431212,0.000162881179883928
1987,"EGOA","Deep_water_flatfish",26349.5429875695,0.309131966989782
1987,"EGOA","Demersal_shelf_rockfish",10131.3737547659,0.11886094186138
1987,"EGOA","Flathead_sole",30459.1006779688,0.357345161916557
1987,"EGOA","Gelatinous_carnivores",1926.80029674105,0.0226051573649322
1987,"EGOA","Infauna",72.7847367517256,0.000853908124687739
1987,"EGOA","Large_sculpins",621.721032328474,0.00729401059188341
1987,"EGOA","Lingcod",8310.96953439582,0.0975040197460714
1987,"EGOA","Longnose_skate",3923.09723843707,0.0460256470703251
1987,"EGOA","Miscellaneous_deep_sea_fish",2.26792956778797,2.66072746922147e-05
1987,"EGOA","Motile_epifauna",589.320701006408,0.00691389097624393
1987,"EGOA","Octopus",46.634970152923,0.00054711992768466
1987,"EGOA","Other_skates",266.221834805789,0.00312330576237951
1987,"EGOA","Pacific_capelin",8.40590181716706,9.86177621482736e-05
1987,"EGOA","Pacific_cod",32885.9673937064,0.3858170819727
1987,"EGOA","Pacific_dogfish",7859.27074554531,0.0922047044922876
1987,"EGOA","Pacific_halibut",71768.0918148363,0.841980879907097
1987,"EGOA","Pacific_herring",148230.368097268,1.73903377675829
1987,"EGOA","Pandalid_shrimp",1309.04109608544,0.015357626851223
1987,"EGOA","Pelagic_shelf_rockfish",27842.8378213372,0.326651252598495
1987,"EGOA","POP",100542.224557269,1.17955805372334
1987,"EGOA","Rex_sole",15304.0628188836,0.179546758908439
1987,"EGOA","Sablefish",34258.3882567244,0.401918278153701
1987,"EGOA","Sessile_epifauna",3883.64601919874,0.0455628066708145
1987,"EGOA","Shallow_water_flatfish",11403.0942045618,0.133780724124473
1987,"EGOA","Shelf_demersals",11200.068132046,0.13139882895549
1987,"EGOA","Shelf_forage_fish",6558.22061886921,0.0769408274299254
1987,"EGOA","Slope_demersals",9226.15561263797,0.108240952552159
1987,"EGOA","Slope_forage_fish",108.757763461613,0.00127594248447339
1987,"EGOA","Slope_rockfish",179121.013615167,2.10144180846636
1987,"EGOA","Spotted_ratfish",5176.50723384958,0.0607306116880915
1987,"EGOA","Squid",664.025815980207,0.00779032891472896
1987,"EGOA","Tanner_crab",64.6690323455744,0.000758694948969105
1987,"EGOA","Thornyheads",20660.5740842838,0.242389171942216
1987,"EGOA","Walleye_pollock",30631.0525833391,0.359362495984167
1990,"EGOA","Arrowtooth_flounder",180680.974338114,2.11974321608239
1990,"EGOA","Big_skate",11500.9112743039,0.134928310752021
1990,"EGOA","Black_rockfish",55.1680908700158,0.000647230217759922
1990,"EGOA","Chinook_salmon",864.741484170364,0.0101451184965659
1990,"EGOA","Chum_salmon",789.92379349368,0.00926735982365728
1990,"EGOA","Coho_salmon",3.99458996991208,4.68643974318312e-05
1990,"EGOA","Deep_water_flatfish",23839.0044185056,0.279678411517319
1990,"EGOA","Demersal_shelf_rockfish",1479.92785847193,0.0173624646965691
1990,"EGOA","Flathead_sole",23058.5598078845,0.270522261153661
1990,"EGOA","Gelatinous_carnivores",34246.5368239867,0.401779237536732
1990,"EGOA","Infauna",12.343121159872,0.000144809089278872
1990,"EGOA","King_crab",7.66998666094184,8.99840298710641e-05
1990,"EGOA","Large_sculpins",154.821191047607,0.00181635709366291
1990,"EGOA","Lingcod",9393.56264250107,0.110204966290611
1990,"EGOA","Longnose_skate",2242.35432615446,0.0263072268031058
1990,"EGOA","MISC_NA",777.42833160691,0.00912076347800811
1990,"EGOA","MISC_SHELLS",11715.6040959254,0.137447079835712
1990,"EGOA","Miscellaneous_deep_sea_fish",2.50150975196898,2.93476296888754e-05
1990,"EGOA","Motile_epifauna",5333.61389350229,0.0625737818238524
1990,"EGOA","Octopus",51.8584870146857,0.00060840205477289
1990,"EGOA","Other_skates",624.022513049031,0.00732101148759042
1990,"EGOA","Pacific_capelin",14.3499096326107,0.000168352665279518
1990,"EGOA","Pacific_cod",25724.8523093136,0.30180311661008
1990,"EGOA","Pacific_dogfish",3251.19008616513,0.0381428545788456
1990,"EGOA","Pacific_halibut",28728.4258700753,0.337040942301204
1990,"EGOA","Pacific_herring",8130.44348162166,0.0953860940646543
1990,"EGOA","Pacific_sandlance",1.33112330107714,1.56166945499598e-05
1990,"EGOA","Pandalid_shrimp",1966.92652920177,0.0230759169972464
1990,"EGOA","Pelagic_shelf_rockfish",6996.98673137805,0.0820884169525333
1990,"EGOA","Pink_salmon",119.929448788715,0.00140700832729986
1990,"EGOA","POP",101678.287751895,1.19288630955477
1990,"EGOA","Rex_sole",16313.3446861811,0.191387620400115
1990,"EGOA","Sablefish",23316.9726121557,0.273553951628041
1990,"EGOA","Salmon_shark",2650.11191179944,0.0310910253139529
1990,"EGOA","Sessile_epifauna",10782.3178752417,0.126497796757044
1990,"EGOA","Shallow_water_flatfish",14191.5453687724,0.166494740973039
1990,"EGOA","Sharks_demersal",172.86523172323,0.00202804918217961
1990,"EGOA","Shelf_demersals",2798.61712758278,0.0328332835946754
1990,"EGOA","Shelf_forage_fish",9002.92645729297,0.10562203548351
1990,"EGOA","Slope_demersals",2062.91864674933,0.0242020933459971
1990,"EGOA","Slope_forage_fish",25.2139469185943,0.000295809191461047
1990,"EGOA","Slope_rockfish",101410.951727202,1.18974993215347
1990,"EGOA","Sockeye_salmon",50.1466567539799,0.000588318918761982
