"year","model","race_guild","bio_tot_tons","area_km2","bio_tkm2"
1984,"EGOA","Arrowtooth_flounder",200745.572573042,85237.199,2.355140419068
1984,"EGOA","Big_skate",5252.85020759158,85237.199,0.0616262649314835
1984,"EGOA","Black_rockfish",63.2503816215763,85237.199,0.000742051385587838
1984,"EGOA","Chinook_salmon",337.384445252555,85237.199,0.00395818315489878
1984,"EGOA","Chum_salmon",858.272979158474,85237.199,0.0100692302096702
1984,"EGOA","Deep_water_flatfish",13796.3297992473,85237.199,0.161858084980565
1984,"EGOA","Demersal_shelf_rockfish",2263.7087967386,85237.199,0.0265577567458382
1984,"EGOA","Flathead_sole",26946.7117623931,85237.199,0.316137931308526
1984,"EGOA","Gelatinous_carnivores",701.339515180536,85237.199,0.00822809199983843
1984,"EGOA","Infauna",36.0707878996745,85237.199,0.000423181290831419
1984,"EGOA","King_crab",32.8562033300982,85237.199,0.000385467890962702
1984,"EGOA","Large_sculpins",1466.25286137155,85237.199,0.0172020300827993
1984,"EGOA","Lingcod",3415.50698556989,85237.199,0.0400706150089457
1984,"EGOA","Longnose_skate",5148.50420086172,85237.199,0.0604020810310968
1984,"EGOA","MISC_NA",30.7570908270816,85237.199,0.000360841172491855
1984,"EGOA","MISC_SHELLS",6115.85015210476,85237.199,0.0717509517423815
1984,"EGOA","Miscellaneous_deep_sea_fish",14.9329842003485,85237.199,0.000175193276826806
1984,"EGOA","Motile_epifauna",2430.69361647044,85237.199,0.0285168171289913
1984,"EGOA","Octopus",28.8578223104477,85237.199,0.000338559017060705
1984,"EGOA","Other_skates",224.065948861857,85237.199,0.00262873430251805
1984,"EGOA","Pacific_capelin",6.59849483041913,85237.199,7.74133231480205e-05
1984,"EGOA","Pacific_cod",36346.7672553634,85237.199,0.426419071506132
1984,"EGOA","Pacific_dogfish",6379.75051175135,85237.199,0.0748470220349609
1984,"EGOA","Pacific_halibut",74109.588037509,85237.199,0.869451236161679
1984,"EGOA","Pacific_herring",7591.03559800208,85237.199,0.0890577786114497
1984,"EGOA","Pacific_sandlance",0.199129061624101,85237.199,2.33617556607064e-06
1984,"EGOA","Pandalid_shrimp",899.092830453678,85237.199,0.0105481273552135
1984,"EGOA","Pelagic_shelf_rockfish",19387.9687618149,85237.199,0.227459008382185
1984,"EGOA","Pink_salmon",66.9960617689887,85237.199,0.000785995581213183
1984,"EGOA","POP",144413.429962393,85237.199,1.69425358478044
1984,"EGOA","Rex_sole",13313.4826329066,85237.199,0.156193337992096
1984,"EGOA","Sablefish",60520.761846359,85237.199,0.710027576649474
1984,"EGOA","Salmon_shark",3734.43478520755,85237.199,0.0438122654078245
1984,"EGOA","Sessile_epifauna",3668.23683754416,85237.199,0.0430356332749057
1984,"EGOA","Shallow_water_flatfish",3949.92987866763,85237.199,0.0463404467181943
1984,"EGOA","Shelf_demersals",1288.30041833509,85237.199,0.0151142979057194
1984,"EGOA","Shelf_forage_fish",3438.44112943409,85237.199,0.0403396776263623
1984,"EGOA","Slope_demersals",5336.49142926713,85237.199,0.0626075409782896
1984,"EGOA","Slope_forage_fish",82.1099983379176,85237.199,0.000963311785244346
1984,"EGOA","Slope_rockfish",39149.4093226311,85237.199,0.459299575560092
1984,"EGOA","Sockeye_salmon",176.396406587559,85237.199,0.00206947680891718
1984,"EGOA","Spotted_ratfish",5234.88897730833,85237.199,0.0614155443717517
1984,"EGOA","Squid",413.452588342733,85237.199,0.00485061209417185
1984,"EGOA","Tanner_crab",293.631515367744,85237.199,0.00344487522833481
1984,"EGOA","Thornyheads",10947.0204288395,85237.199,0.128430081669384
1984,"EGOA","Unlisted_rockfish",2465.34728137368,85237.199,0.0289233727796907
1984,"EGOA","Walleye_pollock",10764.5100182058,85237.199,0.126288875567178
1987,"EGOA","Arrowtooth_flounder",217812.37741035,85237.199,2.55536760904532
1987,"EGOA","Big_skate",3177.96074580475,85237.199,0.0372837303793236
1987,"EGOA","Chinook_salmon",265.962566134707,85237.199,0.00312026403090401
1987,"EGOA","Chum_salmon",38.3292907646094,85237.199,0.000449677971757488
1987,"EGOA","Coho_salmon",5.84316123685567,85237.199,6.85517744060978e-05
1987,"EGOA","Deep_water_flatfish",32015.7481787407,85237.199,0.375607698919585
1987,"EGOA","Demersal_shelf_rockfish",13939.6210620608,85237.199,0.163539173337463
1987,"EGOA","Flathead_sole",45326.25597431,85237.199,0.531766136218413
1987,"EGOA","Gelatinous_carnivores",1840.20990668951,85237.199,0.0215892817722637
1987,"EGOA","Infauna",71.630555690266,85237.199,0.000840367310641754
1987,"EGOA","Large_sculpins",961.769912825211,85237.199,0.011283452812958
1987,"EGOA","Lingcod",8731.63926642291,85237.199,0.102439303131288
1987,"EGOA","Longnose_skate",2761.75299210508,85237.199,0.0324007947762933
1987,"EGOA","Miscellaneous_deep_sea_fish",2.5160268649015,85237.199,2.95179439777403e-05
1987,"EGOA","Motile_epifauna",728.495462870141,85237.199,0.00854668468012588
1987,"EGOA","Octopus",48.0010081675324,85237.199,0.000563146240499203
1987,"EGOA","Other_skates",426.029403696855,85237.199,0.00499816287600974
1987,"EGOA","Pacific_capelin",4.52500762576416,85237.199,5.3087239830161e-05
1987,"EGOA","Pacific_cod",43057.2385981334,85237.199,0.505146099394156
1987,"EGOA","Pacific_dogfish",5710.74933507795,85237.199,0.0669983223531072
1987,"EGOA","Pacific_halibut",84774.9327724189,85237.199,0.994576707904479
1987,"EGOA","Pacific_herring",46381.425868884,85237.199,0.544145354528649
1987,"EGOA","Pandalid_shrimp",1439.94425284334,85237.199,0.0168933783575331
1987,"EGOA","Pelagic_shelf_rockfish",33219.1096160982,85237.199,0.389725495509281
1987,"EGOA","POP",154887.120992646,85237.199,1.81713058159791
1987,"EGOA","Rex_sole",19029.2983318205,85237.199,0.22325109875819
1987,"EGOA","Sablefish",41964.8047747268,85237.199,0.492329701903118
1987,"EGOA","Sessile_epifauna",5179.2299133509,85237.199,0.060762554073966
1987,"EGOA","Shallow_water_flatfish",7736.37707294076,85237.199,0.0907629199892028
1987,"EGOA","Shelf_demersals",4596.21470725194,85237.199,0.0539226389554628
1987,"EGOA","Shelf_forage_fish",5264.56102903852,85237.199,0.0617636559014395
1987,"EGOA","Slope_demersals",9713.64524548079,85237.199,0.113960164804111
1987,"EGOA","Slope_forage_fish",108.930789286492,85237.199,0.00127797241772916
1987,"EGOA","Slope_rockfish",227782.907481918,85237.199,2.67234153813428
1987,"EGOA","Spotted_ratfish",3569.3697496078,85237.199,0.0418757278686246
1987,"EGOA","Squid",751.276954519021,85237.199,0.00881395638680034
1987,"EGOA","Tanner_crab",80.6969011950682,85237.199,0.000946733376293468
1987,"EGOA","Thornyheads",25847.3117766811,85237.199,0.303239807031682
1987,"EGOA","Walleye_pollock",34916.3148590974,85237.199,0.409637051296083
1990,"EGOA","Arrowtooth_flounder",247467.823098848,85237.199,2.90328431720109
1990,"EGOA","Big_skate",10505.676804736,85237.199,0.123252252865982
1990,"EGOA","Black_rockfish",46.641254694337,85237.199,0.000547193657716709
1990,"EGOA","Chinook_salmon",407.677128882575,85237.199,0.00478285459477117
1990,"EGOA","Chum_salmon",1021.51833252651,85237.199,0.0119844192971018
1990,"EGOA","Coho_salmon",3.37718208565698,85237.199,3.96209885505151e-05
1990,"EGOA","Deep_water_flatfish",32800.5042307984,85237.199,0.384814430971604
1990,"EGOA","Demersal_shelf_rockfish",2162.65829998721,85237.199,0.0253722356595412
1990,"EGOA","Flathead_sole",25641.2616209367,85237.199,0.300822433418262
1990,"EGOA","Gelatinous_carnivores",37142.0875596935,85237.199,0.435749743016467
1990,"EGOA","Infauna",14.7309745576001,85237.199,0.000172823306378241
1990,"EGOA","King_crab",8.36269437790816,85237.199,9.81108538996942e-05
1990,"EGOA","Large_sculpins",210.904761744912,85237.199,0.00247432769048302
1990,"EGOA","Lingcod",11655.0882017375,85237.199,0.13673710936627
1990,"EGOA","Longnose_skate",2682.13407946421,85237.199,0.0314667083260703
1990,"EGOA","MISC_NA",684.21854036069,85237.199,0.00802722928941728
1990,"EGOA","MISC_SHELLS",9366.03802369831,85237.199,0.109882048373015
1990,"EGOA","Miscellaneous_deep_sea_fish",4.1895556937278,85237.199,4.91517288564093e-05
1990,"EGOA","Motile_epifauna",5940.49224930284,85237.199,0.0696936586255355
1990,"EGOA","Octopus",52.7453618580072,85237.199,0.000618806841107099
1990,"EGOA","Other_skates",873.079880861381,85237.199,0.0102429442908064
1990,"EGOA","Pacific_capelin",15.5972516831933,85237.199,0.000182986440969198
1990,"EGOA","Pacific_cod",30249.7147374436,85237.199,0.354888652986398
1990,"EGOA","Pacific_dogfish",3101.2441173986,85237.199,0.036383693431768
1990,"EGOA","Pacific_halibut",32512.8696328804,85237.199,0.38143991138048
1990,"EGOA","Pacific_herring",4097.70809596252,85237.199,0.0480741758766911
1990,"EGOA","Pacific_sandlance",1.40429224238693,85237.199,1.64751101498177e-05
1990,"EGOA","Pandalid_shrimp",2577.43588835419,85237.199,0.0302383926101817
1990,"EGOA","Pelagic_shelf_rockfish",10162.6736906931,85237.199,0.119228151674635
1990,"EGOA","Pink_salmon",115.779143175313,85237.199,0.00135831707908789
1990,"EGOA","POP",144760.949666067,85237.199,1.69833067445197
1990,"EGOA","Rex_sole",19272.5250201088,85237.199,0.226104626222042
1990,"EGOA","Sablefish",33623.4562157473,85237.199,0.394469276445221
1990,"EGOA","Salmon_shark",4323.45948048902,85237.199,0.0507226836546919
1990,"EGOA","Sessile_epifauna",12681.4172876958,85237.199,0.148777968263549
1990,"EGOA","Shallow_water_flatfish",11019.4067839604,85237.199,0.129279315993952
1990,"EGOA","Sharks_demersal",159.143677604264,85237.199,0.00186706836300738
