"year","model","stratum_bin","species_name","lbin","strat_bio_t_km2","area","bio_tons"
1984,"WGOA","Chirikof_gully","Pacific_cod","[0,20)",0.000168232106566341,21121.824,3.5533689460435
1984,"WGOA","Chirikof_gully","Pacific_cod","[20,30)",0.00530508604256517,21121.824,112.053093695918
1984,"WGOA","Chirikof_gully","Pacific_cod","[30,60)",1.04776847680865,21121.824,22130.7813599003
1984,"WGOA","Chirikof_gully","Pacific_cod","[60,85)",0.985354910445445,21121.824,20812.4929959645
1984,"WGOA","Chirikof_gully","Pacific_cod","[85,999)",0.604264059291339,21121.824,12763.1591098772
1984,"WGOA","Chirikof_shelf","Pacific_cod","[0,20)",0.000424278371616838,38780.307,16.4536455047611
1984,"WGOA","Chirikof_shelf","Pacific_cod","[20,30)",0.396711984050946,38780.307,15384.6125320748
1984,"WGOA","Chirikof_shelf","Pacific_cod","[30,60)",4.34447186341528,38780.307,168479.952616107
1984,"WGOA","Chirikof_shelf","Pacific_cod","[60,85)",2.79589708123557,38780.307,108425.747150719
1984,"WGOA","Chirikof_shelf","Pacific_cod","[85,999)",0.302854755950625,38780.307,11744.8004121753
1984,"WGOA","Chirikof_slope","Pacific_cod","[0,20)",0,8151.034,0
1984,"WGOA","Chirikof_slope","Pacific_cod","[30,60)",1.59380561872924,8151.034,12991.1637876531
1984,"WGOA","Chirikof_slope","Pacific_cod","[60,85)",1.50513855176407,8151.034,12268.4355101397
1984,"WGOA","Chirikof_slope","Pacific_cod","[85,999)",0.186643957586416,8151.034,1521.34124418143
1984,"WGOA","Kodiak_gully","Pacific_cod","[0,20)",0,17779.462,0
1984,"WGOA","Kodiak_gully","Pacific_cod","[30,60)",2.23747730119457,17779.462,39781.1426524513
1984,"WGOA","Kodiak_gully","Pacific_cod","[60,85)",1.63889449312205,17779.462,29138.6623624728
1984,"WGOA","Kodiak_gully","Pacific_cod","[85,999)",0.506609734192822,17779.462,9007.24851791138
1984,"WGOA","Kodiak_shelf","Pacific_cod","[0,20)",0.00065911144501932,73935.803,48.7319339539937
1984,"WGOA","Kodiak_shelf","Pacific_cod","[20,30)",0.115692912977349,73935.803,8553.84842238943
1984,"WGOA","Kodiak_shelf","Pacific_cod","[30,60)",3.58847130408346,73935.803,265316.507409868
1984,"WGOA","Kodiak_shelf","Pacific_cod","[60,85)",1.48717147003347,73935.803,109955.216835615
1984,"WGOA","Kodiak_shelf","Pacific_cod","[85,999)",1.13181299983369,73935.803,83681.5029885429
1984,"WGOA","Kodiak_slope","Pacific_cod","[0,20)",0,9773.081,0
1984,"WGOA","Kodiak_slope","Pacific_cod","[30,60)",1.35495298537877,9773.081,13242.0652772985
1984,"WGOA","Kodiak_slope","Pacific_cod","[60,85)",1.17155924596968,9773.081,11449.7434071606
1984,"WGOA","Shumagin_gully","Pacific_cod","[0,20)",0,6523.558,0
1984,"WGOA","Shumagin_gully","Pacific_cod","[30,60)",1.27682900424674,6523.558,8329.46806528586
1984,"WGOA","Shumagin_gully","Pacific_cod","[60,85)",3.50371797414185,6523.558,22856.7074199568
1984,"WGOA","Shumagin_gully","Pacific_cod","[85,999)",8.28581151606512,6523.558,54052.9720021188
1984,"WGOA","Shumagin_shelf","Pacific_cod","[0,20)",0.000881568630828463,49442.31,43.5867895316964
1984,"WGOA","Shumagin_shelf","Pacific_cod","[20,30)",0.0271168793802679,49442.31,1340.72115655181
1984,"WGOA","Shumagin_shelf","Pacific_cod","[30,60)",1.98819616282135,49442.31,98301.0110230236
1984,"WGOA","Shumagin_shelf","Pacific_cod","[60,85)",1.79214146568117,49442.31,88607.6139100628
1984,"WGOA","Shumagin_shelf","Pacific_cod","[85,999)",0.913179141187182,49442.31,45149.6861841104
1984,"WGOA","Shumagin_slope","Pacific_cod","[0,20)",0,9261.873,0
1984,"WGOA","Shumagin_slope","Pacific_cod","[30,60)",0.491176286832431,9261.873,4549.21238925355
1984,"WGOA","Shumagin_slope","Pacific_cod","[60,85)",0.563114864153342,9261.873,5215.49835620051
