NODC_CODE,BASE_NAME,LENFEST_NAME,WEBSITE_NAME,CRAB_TEAM,ECOPATH_PREY,EBS_CRAB,GOA_MED
5102040203,Cranopsis major (Great key-hole limpet),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5102100000,Trochidae (snail) ,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5102100200,Bathybembix sp. (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5102100300,Margarites sp. (Gastropoda),Gastropod,NA,Gastropod,Snail,Epifauna,Motile.epifauna
5102100400,Solariella sp (Trochidae),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5102100403,Solariella varicosa (Trochidae),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103200500,Rissoina sp. (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103330000,Turritellidae (turret snail) ,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103330101,Turritellidae Tachyrychus erosus,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103430101,Horse mussel Modiolus modiolus,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103620204,Trichotropis cancellata (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103640202,Crepidula grandis (grand slipper shell),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103660000,Lamellariidae (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103660404,Velutina pliciatis (Ribbed velvet snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103730000,Heteropoda sp. (Mollusc),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103760000,Naticidae (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103760200,Natica sp. (moonsnail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103760400,snail Euspira sp,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103760401,Euspiradae (snail) Euspira nana,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103760402,Polinices pallidus (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103769900,Snail Euspira sp.,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5103780101,Fusitriton oregonensis (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105010000,Muricidae (Snail) ,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105040000,Buccinidae (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105040100,Buccinum sp. (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105050000,Neptuneidae (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105050200,Beringius sp. (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105050301,Colus spitzbergensis (thick ribbed colus),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105050321,Colus halli (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105050800,Neptunea sp. (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105050801,Neptunea lyrata,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105050805,Neptunea pribiloffensis (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105050810,Neptunea heros (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105050911,Plicifusus brunneus,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105100102,Beatic olive Olivella beatica,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5105140100,snail Admete sp.,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5106020000,Turridae (snail) Turridae,Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5106020400,Oenopota sp. (Turridae),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5108010200,Turbonilla sp. (snail),Gastropod,Gastropod,Gastropod,Snail,Epifauna,Motile.epifauna
5108999999,pelagic snails,Gastropod,Misc Mollusca,Gastropod,Snail,Epifauna,Motile.epifauna
5109000000,Pteropoda,Pteropoda,Pteropoda,Pteropoda,Pteropod,Oth.nonfish,Pred.zoop
5110000000,Cephalaspidea (snail),Gastropod,Pteropoda,Pteropoda,Pteropod,Oth.nonfish,Pred.zoop
5110040200,Cylichna sp. (snail),Gastropod,Pteropoda,Pteropoda,Pteropod,Oth.nonfish,Pred.zoop
5110040203,Cylichna alba (gastropod),Gastropod,Pteropoda,Pteropoda,Pteropod,Oth.nonfish,Pred.zoop
5110090101,Diaphanidae (snail) Diaphana minuta,Gastropod,Pteropoda,Pteropoda,Pteropod,Oth.nonfish,Pred.zoop
5113000000,Thecosomata (pteropod),Pteropoda,Pteropoda,Pteropoda,Pteropod,Oth.nonfish,Pred.zoop
5113010100,Limacina,Pteropoda,Pteropoda,Pteropoda,Pteropod,Oth.nonfish,Pred.zoop
5113010102,Limacina helicina (pteropod),Pteropoda,Pteropoda,Pteropoda,Pteropod,Oth.nonfish,Pred.zoop
5125000000,Gymnosomata (pteropod),Pteropoda,Pteropoda,Pteropoda,Pteropod,Oth.nonfish,Pred.zoop
5125060100,Clione sp. (Pteropod),Pteropoda,Pteropoda,Pteropoda,Pteropod,Oth.nonfish,Pred.zoop
5125060101,Clione limacina (pteropod),Pteropoda,Pteropoda,Pteropoda,Pteropod,Oth.nonfish,Pred.zoop
5127000000,Nudibranchia (sea slug),Nudibranchia,Misc Mollusca,Other,Snail,Epifauna,Motile.epifauna
5134000000,Dendronotoidea (nudibranch),Nudibranchia,Misc Mollusca,Other,Snail,Epifauna,Motile.epifauna
5300000000,Polyplacophora,Polyplacophora,Misc Mollusca,Other,Snail,Epifauna,Motile.epifauna
5302010100,Leptochitonidae Leptochiton sp.,Polyplacophora,Misc Mollusca,Other,Snail,Epifauna,Motile.epifauna
5400000000,Aplacophora,Aplacophora,Misc Mollusca,Other,Snail,Epifauna,Motile.epifauna
5500000000,Bivalvia (clam),General_Bivalvia,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502000000,Nuculoida (clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502020000,Nuculidae,Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502020200,Nucula sp. (clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502020201,Nucula tenuis (clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502040000,Nuculanidae (clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502040200,Nuculana sp. (clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502040201,Nuculana pernula (Nuculanidae),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502040203,Nuculana fossa (clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502040500,Yoldia sp. (clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502040501,Yoldia amygdalea (clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502040502,Yoldia hyperborea,Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502040504,Yoldia scissurata (clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502040505,Yoldiidae (clam) Yoldia seminuda,Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502040507,Yoldia thraciaeformis (Axe Yoldia ),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502040510,Yoldia montereyensis (clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5502040600,Yoldiella sp. (clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5504010100,Solemya sp. (clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5506050102,Akutan limops Limopsis akutanica,Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5507010000,Mytilidae (mussel),Mussels,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5507010402,Discord Mussel (mussel) Musculus discors,Mussels,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5507010601,Modiolus modiolus (Horse mussel),Mussels,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5509050000,Pectinidae (scallops),Scallops,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5509050100,Chlamys sp. (scallop),Scallops,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5509050200,Cyclopecten sp. (scallop),Scallops,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5509050400,Pecten sp. (scallop),Scallops,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5509090101,Pododesmus macrochisma (rock jingle),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5509100200,Limatula spp. (file clam),Nuculoida_clam,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515000000,Veneroida (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515010000,Lucinidae (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515010300,Lucina sp. (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515020000,Thyasiridae (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515020201,silky axinopsid Axinopsida serricata,Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515050000,Ungulinidae,Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515050100,Ungulinidae Diplodonta sp.,Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515050102,Ungulinidae Diplodonta aleutica,Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515100201,Odontogena borealis (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515170000,Carditidae ,Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515170100,Cyclocardia sp. (cardita clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515170102,Cyclocardia crebricostata (thickribbed cardita),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515170105,Cyclocardia crassidens,Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515190100,Astarte sp. (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515220000,Cardiidae (cockles),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515220100,Clinocardium sp. (cockle),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515220101,Clinocardium ciliatum (Iceland cockle),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515220102,Clinocardium nuttalli (cockle),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515220104,California cockle Clinocardium californiense,Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515220200,Cardiidae Serripes sp.,Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515220201,Serripes groenlandicus (Greenland cockle),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515220701,Trachycardium muricatum (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515250100,Spisula sp. (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515250101,Spisula polynyma (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515250200,Tresus sp. (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515290100,Siliqua sp.(razor clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515290102,Siliqua alta (northern razor clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515310000,Tellinidae (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515310100,Macoma sp. (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515310101,Macoma calcarea (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515310107,Macoma moesta  (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515310200,Tellina sp. (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515310201,Alaska great tellin Tellina lutea,Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5515470800,Tapes sp. (Manila clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5517010000,Myidae (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5517010200,Mya sp. (soft shell clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5520050201,clam Lyonsia arenosa,Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5520100100,Cardiomya sp. (clam),Veneroida,Bivalvia,Bivalvia,Clam,Epifauna,Infauna
5600000000,Scaphopoda,Scaphopoda,Misc Mollusca,Other,Clam,Epifauna,Infauna
5600010000,tusk shell Dentaliidae,Scaphopoda,Misc Mollusca,Other,Clam,Epifauna,Infauna
5602040100,Cadulus sp. (scaphopod),Scaphopoda,Misc Mollusca,Other,Clam,Epifauna,Infauna
5700000000,Cephalopoda (squid and octopus),General_Cephalopod,Misc Cephalopoda,Other,Gen. Cephalopod,Forage.fish,Squids
5704020100,Rossia sp. (squid),Misc_squid,Misc Cephalopoda,Teuthida,Squid,Forage.fish,Squids
5704020101,Rossia pacifica (eastern Pacific bobtail),Misc_squid,Misc Cephalopoda,Teuthida,Squid,Forage.fish,Squids
5705000000,Teuthida (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5706000000,Myopsida (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5706010000,Loliginidae (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5706010100,Loligo sp. (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5706010101,Loligo opalescens (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707000000,Oegopsida (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707020103,Abraliopsis felis (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707030000,Gonatidae (squid),Gonatidae,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707030100,Gonatopsis sp. (squid),Gonatidae,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707030102,Gonatopsis borealis (squid),Gonatidae,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707030200,Gonatus sp. (squid),Gonatidae,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707030202,Gonatus magister (squid),Gonatidae,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707030203,Gonatus pryo (squid),Gonatidae,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707030205,Gonatus berryi (squid),Gonatidae,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707030206,Gonatus onyx (squid),Gonatidae,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707030207,Berryteuthis anonychus (formerly Gonatus),Gonatidae,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707030277,Madoka armhook squid Gonatus madokai,Gonatidae,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707030300,Berryteuthis sp. (squid),Gonatidae,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707030301,Berryteuthis magister (squid),Gonatidae,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707040100,Octopoteuthis sp. (octopopteuthid squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707040103,Octopoteuthis deletron (octopoteuthid squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707050000,Onychoteuthidae,Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707050101,Moroteuthis robusta (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707050200,Onychoteuthis sp. (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707050203,Onychoteuthis borealijaponica (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707110100,Histeoteuthis sp. (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707110107,Histioteuthis heteropsis (histiotheuthid squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707150402,Ommastrephes bartrami (neon flying Squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707150501,Dosidicus gigas (giant squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707170100,Chirotheuthis sp. (chiroteuthid squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707170103,Chirotheuthis calyx (chirotheuthid squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707230000,Squid Cranchiidae,Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707230201,Galiteuthis phyllura,Misc_squid,NA,Teuthida,Squid,Forage.fish,Squids
5707230301,Taonius pavo (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707230401,Galiteuthis phyllura  (squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707230800,Galiteathis sp. (cranchiid squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707230901,Belonella borealis (cranchiid squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5707240101,Vampycoteuthis infernalis (vampire squid),Misc_squid,Teuthida,Teuthida,Squid,Forage.fish,Squids
5708000000,Octopoda (octopus),Octopoda,Octopoda,Octopoda,Octopus,Octopus,Motile.epifauna
5708010000,Octopodidae (octopus),Octopoda,Octopoda,Octopoda,Octopus,Octopus,Motile.epifauna
5708010199,Benthoctopus leioderma,Octopoda,Octopoda,Octopoda,Octopus,Octopus,Motile.epifauna
5708010200,Octopus sp. (octopus),Octopoda,Octopoda,Octopoda,Octopus,Octopus,Motile.epifauna
5708010201,Octopus dofleini (giant Pacific octopus),Octopoda,Octopoda,Octopoda,Octopus,Octopus,Motile.epifauna
5708020101,Japetella diaphana (octopus),Octopoda,Octopoda,Octopoda,Octopus,Octopus,Motile.epifauna
5708020102,Japatella heathi (octopod),Octopoda,Octopoda,Octopoda,Octopus,Octopus,Motile.epifauna
5708030101,Octops,Octopoda,Octopoda,Octopoda,Octopus,Octopus,Motile.epifauna
5708070101,flapjack devilfish Opisthoteuthis californiana,Octopoda,Octopoda,Octopoda,Octopus,Octopus,Motile.epifauna
5900000000,Arachnida,Arachnida,Misc Invert,Other,Misc. Crustacean,Epifauna,Infauna
5905000000,Scorpiones,Scorpiones,Misc Invert,Other,Misc. Crustacean,Epifauna,Infauna
6000000000,Pycnogonida (sea spider),Pycnogonida,Misc Invert,Other,Misc. Crustacean,Epifauna,Infauna
6100000000,Crustacea,General_crustacea,Misc Crustacea,Other,Gen. Crustacea,Epifauna,Motile.epifauna
6109050000,Polyphemidae (cladoceran),Cladocerans,Misc Crustacea,Other,Misc. Crustacean,Epifauna,Infauna
6110000000,Ostracoda,Ostracoda,Misc Crustacea,Other,Misc. Crustacean,Epifauna,Infauna
6111000000,Myodocopa (ostracoda),Ostracoda,Misc Crustacea,Other,Misc. Crustacean,Epifauna,Infauna
6111020300,Cypridina sp (Ostracoda),Ostracoda,Misc Crustacea,Other,Misc. Crustacean,Epifauna,Infauna
6111030000,Cylindroleberididae (ostracod),Ostracoda,Misc Crustacea,Other,Misc. Crustacean,Epifauna,Infauna
6111050100,Conchoecia sp. (Ostracoda),Ostracoda,Misc Crustacea,Other,Misc. Crustacean,Epifauna,Infauna
6117000000,Copepoda,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118000000,Calanoida (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118010000,Calanidae (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118010200,Calanus sp.,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118010201,Calanus cristatus  (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118010202,Calanidae (copepod) Calanus hyperboreus,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118010203,Calanus glacialis,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118010204,Calanus marshallae (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118010205,Calanus pacificus (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118010206,Calanus plumchrus (copepod),Copepoda,NA,Copepoda,Copepod,Copepods,Copepods
6118010208,Calanidae (copepod) Calanus finmarchicus,Copepoda,NA,Copepoda,Copepod,Copepods,Copepods
6118010299,Calanidae (copepod) Calanus glacialis/marshallae,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118010400,Neocalanus sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118010403,Neocalanus cristatus (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118010404,Neocalanus plumchrus (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118010499,Calanidae (copepod) Neocalanus flemingeri/plumchru,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118019900,Mesocalanus sp.,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118030000,Eucalanidae (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118030100,Eucalanus sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118030102,Eucalanus bungii (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118030200,Rhincalanus sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118040100,Paracalanus sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118050000,Pseudocalanidae (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118050100,Clausocalanus sp.,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118050200,Ctenocalanus so.,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118050400,Clausocalanidae (copepod) Microcalanus sp.,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118050402,Clausocalanidae (copepod) Microcalanus pygmaeus,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118050500,Pseudocalanus sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118070000,Aetideidae (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118070100,Aetideopsis sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118070200,Aetideus sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118070201,Aetideus armatus,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118070600,Chiridius sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118070900,Euchirella sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118070903,Euchirella curticauda (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118071000,Gaetanus sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118071100,Gaidius sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118080000,Euchaetidae (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118080100,Euchaeta sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118080110,Euchaeta elongata (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118160000,Metridiidae (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118160101,Gaussia princeps (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118160200,Metridia sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118160207,Metridia lucens (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118160208,Metridia okhotensis (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118160210,Metridiidae (copepod) Metridia priceps,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118160299,Metridiidae (copepod) Metridia lucens/pacifica,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118160300,Pleuromamma sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118160305,Metridiidae (copepod) Pleuromamma robusta,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118160306,Pleuromamma scutullata (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118170100,Centropages sp.,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118170101,Centropagidae (copepod) Centropages abdominalis,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118200000,Temoridae (copepod) ,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118200203,Temoridae (copepod) Eurytemora herdmani,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118210100,Lucicutia sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118220200,Heterorhabdus sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118220210,Heterorhabdus tanneri (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118220300,Heterostylites sp (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118220302,Heterostylites major (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118230601,Pachyptilus pacificus (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118260100,Candacia sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118260102,Candacia columbiae (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118270000,Pontellidae (Calanoid Copepod) ,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118270100,Epilabidocera sp. (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118270102,Pontellidae (copepod) Epilabidocera longipedata,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118290000,Acartiidae (copepod) ,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118290100,Acartia sp.,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118290103,Acartia longiremis (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118300100,Tortanus sp (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118300101,Tortanus discaudatus (copepod),Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
6118999991,Large calanoid (copepod) > 5mm,Copepoda,Copepoda,Copepoda,Copepod,Copepods,Copepods
