"year","model","race_group","stratum_bin","wgtcpue","numcpue","area","stations","bottom_temp_mean","surface_temp_mean","bio_t_km2","bio_tons","nn","tl","bb","ss91","qq","guild","b_index","notes","bio_tons_q","bio_t_km2_q"
1991,"AI","Alaska skate","Central_AI",6649.15433966958,715.800009258855,41743.055,220,4.4027027027027,7.09714285714286,0.0302234288166799,1261.61825138325,53,4.51,0.14754,"0.067498152",2.185837632,"Apex predators","good index","",2757.69265109155,0.0660635080755722
1991,"AI","Anemones","Central_AI",256.708655249164,1954.37604033384,41743.055,220,4.4027027027027,7.09714285714286,0.00116685752385984,48.7081977956449,97,2.53,0.01205,"0.002342532",5.144007268,"Structural epifauna","n/a","",250.555323471979,0.00600232358345548
1991,"AI","Anemones","Eastern_AI",211.080938863732,1126.4377998137,7481.559,55,4.7,7.26153846153846,0.00383783525206786,28.7129908706255,97,2.53,0.01205,"0.002342532",5.144007268,"Structural epifauna","n/a","",147.699833724515,0.0197418524300237
1991,"AI","Anemones","Western_AI",247.131434510694,1212.31524876992,15190.379,56,4.55555555555556,8.60909090909091,0.0044130613305481,67.03607416127,97,2.53,0.01205,"0.002342532",5.144007268,"Structural epifauna","n/a","",344.83405270376,0.0227008195584692
1991,"AI","Arrowtooth","Central_AI",62406.2623229864,98826.6247076373,41743.055,220,4.4027027027027,7.09714285714286,0.283664828740847,11841.0365476948,36,4.33,0.53109,"0.830554623",0.639440183,"Apex predators","good index","",7571.63457696763,0.181386690000711
1991,"AI","Arrowtooth","Eastern_AI",57086.2057765262,121634.944207692,7481.559,55,4.7,7.26153846153846,1.03793101411866,7765.34212005857,36,4.33,0.53109,"0.830554623",0.639440183,"Apex predators","good index","",4965.47178630786,0.66369479760941
1991,"AI","Arrowtooth","Western_AI",25105.0889767411,24753.8972980435,15190.379,56,4.55555555555556,8.60909090909091,0.448305160298948,6809.92529259678,36,4.33,0.53109,"0.830554623",0.639440183,"Apex predators","good index","",4354.53987531441,0.286664333741404
1991,"AI","Atka mackerel","Central_AI",1524415.62002454,2837444.90752759,41743.055,220,4.4027027027027,7.09714285714286,6.92916190920244,289244.386679743,69,3.72,11.64525,"10.75994342",1.082277996,"Pelagic foragers","good index","",313042.835170001,7.49927946505115
1991,"AI","Atka mackerel","Eastern_AI",461.077986490646,724.422219759332,7481.559,55,4.7,7.26153846153846,0.00838323611801175,62.7196756278358,69,3.72,11.64525,"10.75994342",1.082277996,"Pelagic foragers","good index","",67.8801248482642,0.00907299198579657
1991,"AI","Atka mackerel","Western_AI",1255030.69334204,2622563.24647628,15190.379,56,4.55555555555556,8.60909090909091,22.4112623811078,340435.56943747,69,3.72,11.64525,"10.75994342",1.082277996,"Pelagic foragers","good index","",368445.925857904,24.2552161376555
1991,"AI","Bairdi","Central_AI",248.871916446793,878.118934095748,41743.055,220,4.4027027027027,7.09714285714286,0.00113123598384906,47.2212458917903,85,3.43,0.40518,"0.002739656",147.8945024,"Motile epifauna","n/a","",6983.76266387437,0.167303582928331
1991,"AI","Bairdi","Eastern_AI",744.888939215043,634.572807555308,7481.559,55,4.7,7.26153846153846,0.0135434352584553,101.326009948814,85,3.43,0.40518,"0.002739656",147.8945024,"Motile epifauna","n/a","",14985.5598215573,2.00299961833587
1991,"AI","Bairdi","Western_AI",11.5732597554932,248.583027908282,15190.379,56,4.55555555555556,8.60909090909091,0.000206665352776664,3.13932503484622,85,3.43,0.40518,"0.002739656",147.8945024,"Motile epifauna","n/a","",464.288913900445,0.0305646695122251
1991,"AI","Bathylagidae","Central_AI",56.6114554004697,3206.85799406716,41743.055,220,4.4027027027027,7.09714285714286,0.000257324797274862,10.7415231655084,78,3.47,0.44548,"#N/A",0,"Pelagic foragers","poor survey est","",0,0
1991,"AI","Bivalves","Central_AI",1989.52800723652,14405.225205844,41743.055,220,4.4027027027027,7.09714285714286,0.00904330912380238,377.495350136885,103,2.53,11.09283,"0.014849143",747.0350395,"Infauna","n/a","",282002.253800574,6.75566878851042
1991,"AI","Bivalves","Eastern_AI",169.922464792091,2406.28750678544,7481.559,55,4.7,7.26153846153846,0.0030894993598562,23.1142717412264,103,2.53,11.09283,"0.014849143",747.0350395,"Infauna","n/a","",17267.1709032208,2.3079642763254
1991,"AI","Bivalves","Western_AI",11.62224169122,669.501067545861,15190.379,56,4.55555555555556,8.60909090909091,0.000207540030200357,3.15261171641488,103,2.53,11.09283,"0.014849143",747.0350395,"Infauna","n/a","",2355.11141810015,0.155039674658555
1991,"AI","Brittle stars","Central_AI",17680.146099712,39539.2326395587,41743.055,220,4.4027027027027,7.09714285714286,0.0803643004532366,3354.65141385598,91,2.15,0.83244,"0.04826589",17.24696248,"Motile epifauna","n/a","",57857.547068253,1.38604007464842
1991,"AI","Brittle stars","Eastern_AI",111.402242190377,1251.76443003932,7481.559,55,4.7,7.26153846153846,0.00202549531255232,15.1538626850836,91,2.15,0.83244,"0.04826589",17.24696248,"Motile epifauna","n/a","",261.358101156709,0.0349336416590057
1991,"AI","Brittle stars","Western_AI",1270.58977539635,8511.11168289307,15190.379,56,4.55555555555556,8.60909090909091,0.0226891031320777,344.656075746347,91,2.15,0.83244,"0.04826589",17.24696248,"Motile epifauna","n/a","",5944.27040690128,0.391318110423794
