"year","model","stratum_bin","species_name","lbin","sum_wlcpue_t_km2","sum_cons_bioen_t_km2","sum_cons_vonb_t_km2","area","stations","bottom_temp_mean","surface_temp_mean","mean_wlcpue_t_km2","mean_bioen_t_km2","mean_vonb_t_km2","tot_wlcpue_tons","tot_bioen_tons","tot_vonb_tons"
1990,"WGOA","Chirikof_gully","Pacific_cod","[0,20)",0,0,0,21121.824,83,5.10666666666667,10.2422222222222,0,0,0,0,0,0
1990,"WGOA","Chirikof_gully","Pacific_cod","[30,60)",95.1871693163604,0.974964516524347,88.4111549226606,21121.824,83,5.10666666666667,10.2422222222222,1.14683336525735,0.0117465604400524,1.06519463762242,24223.2124982935,248.108782220149,22498.8536616045
1990,"WGOA","Chirikof_gully","Pacific_cod","[60,85)",80.0288773190644,0.760590449474947,60.591462658088,21121.824,83,5.10666666666667,10.2422222222222,0.964203341193548,0.00916374035511984,0.730017622386603,20365.7332729021,193.554910962539,15419.3037369483
1990,"WGOA","Chirikof_gully","Pacific_cod","[85,999)",5.19540512996332,0.0436216483545311,2.80040275257266,21121.824,83,5.10666666666667,10.2422222222222,0.0625952425296786,0.000525562028367845,0.0337397921996706,1322.12569594919,11.1008286642686,712.645952638015
1990,"WGOA","Chirikof_shelf","Pacific_cod","[0,20)",0.0166081455024627,0.000272817446816927,0.0476908889590073,38780.307,64,5.775,10.5282051282051,0.00025950227347598,4.26277260651448e-06,0.000745170139984488,10.0635778325965,0.165311630351822,28.8979267958314
1990,"WGOA","Chirikof_shelf","Pacific_cod","[20,30)",0.170003374866991,0.00251331079294142,0.366750589952012,38780.307,64,5.775,10.5282051282051,0.00265630273229674,3.92704811397098e-05,0.00573047796800019,103.012235443406,1.52292131463565,222.229694855784
1990,"WGOA","Chirikof_shelf","Pacific_cod","[30,60)",71.1307454685188,0.778707737176338,67.5323215501811,38780.307,64,5.775,10.5282051282051,1.11141789794561,0.0121673083933803,1.05519252422158,43101.1272876253,471.851954858964,40920.6900334178
1990,"WGOA","Chirikof_shelf","Pacific_cod","[60,85)",88.557083719449,0.88485547186587,65.4510712999202,38780.307,64,5.775,10.5282051282051,1.38370443311639,0.0138258667479042,1.02267298906125,53660.4827135146,536.171357024817,39659.572476403
1990,"WGOA","Chirikof_shelf","Pacific_cod","[85,999)",0.85933447276796,0.00782716022607982,0.492123509863719,38780.307,64,5.775,10.5282051282051,0.0134271011369994,0.000122299378532497,0.0076894298416206,520.707104212885,4.74280744539945,298.198449913008
1990,"WGOA","Chirikof_slope","Pacific_cod","[0,20)",0,0,0,8151.034,9,4.4,10.5333333333333,0,0,0,0,0,0
1990,"WGOA","Chirikof_slope","Pacific_cod","[30,60)",1.48568870149741,0.0140193534471575,1.31373896162052,8151.034,9,4.4,10.5333333333333,0.165076522388601,0.00155770593857306,0.145970995735613,1345.54434659124,12.6969140673109,1189.81454925484
1990,"WGOA","Chirikof_slope","Pacific_cod","[60,85)",3.92808506509982,0.0353351963964643,3.04784155337559,8151.034,9,4.4,10.5333333333333,0.436453896122203,0.00392613293294047,0.338649061486177,3557.55054672454,32.0020430249175,2760.34001424192
1990,"WGOA","Kodiak_gully","Pacific_cod","[0,20)",0,0,0,17779.462,58,5.31764705882353,11.9282051282051,0,0,0,0,0,0
1990,"WGOA","Kodiak_gully","Pacific_cod","[20,30)",0.00929321342978045,0.000123684423611047,0.0167346971895429,17779.462,58,5.31764705882353,11.9282051282051,0.000160227817754835,2.13249006225943e-06,0.000288529261888671,2.84876439711502,0.0379145260273191,5.12989504763768
1990,"WGOA","Kodiak_gully","Pacific_cod","[30,60)",16.3848462607664,0.177748674843527,16.9805910329584,17779.462,58,5.31764705882353,11.9282051282051,0.282497349323559,0.0030646323248884,0.292768810913075,5022.65088739895,54.487513964325,5205.27194841421
1990,"WGOA","Kodiak_gully","Pacific_cod","[60,85)",28.9206069281477,0.279090972574434,21.6759507691122,17779.462,58,5.31764705882353,11.9282051282051,0.498631153933581,0.00481191332024886,0.373723289122624,8865.39365337825,85.5532300246585,6644.5990174707
1990,"WGOA","Kodiak_shelf","Pacific_cod","[0,20)",0.0458937261803163,0.000908077747838545,0.214755567786521,73935.803,145,6.05357142857143,12.243,0.000316508456415975,6.26260515750721e-06,0.00148107288128635,23.4013068814056,0.463030741192237,109.50431277943
1990,"WGOA","Kodiak_shelf","Pacific_cod","[20,30)",0.744820816903821,0.0112673008070411,1.60412482666895,73935.803,145,6.05357142857143,12.243,0.00513669528899187,7.77055228071797e-05,0.0110629298390962,379.785690957931,5.74522022628365,817.94660118624
1990,"WGOA","Kodiak_shelf","Pacific_cod","[30,60)",50.395550692701,0.578115749601513,51.1571960614027,73935.803,145,6.05357142857143,12.243,0.347555522018628,0.00398700516966561,0.352808248699329,25696.7966075314,294.782428784378,26085.1611726086
1990,"WGOA","Kodiak_shelf","Pacific_cod","[60,85)",92.5475323809618,0.949654105068189,68.9124204239459,73935.803,145,6.05357142857143,12.243,0.638258844006633,0.00654933865564268,0.475258071889282,47190.1801534822,484.230612623882,35138.5871773658
1990,"WGOA","Kodiak_shelf","Pacific_cod","[85,999)",1.70887883538021,0.0157836216603573,0.952586343482575,73935.803,145,6.05357142857143,12.243,0.0117853712784842,0.000108852563174878,0.006569560989535,871.360889127866,8.04810166694281,485.725767118745
1990,"WGOA","Kodiak_slope","Pacific_cod","[0,20)",0,0,0,9773.081,12,4.82,12.55,0,0,0,0,0,0
