"year","model","stratum_bin","species_name","lbin","sum_wlcpue_t_km2","sum_cons_bioen_t_km2","sum_cons_vonb_t_km2","area","stations","bottom_temp_mean","surface_temp_mean","mean_wlcpue_t_km2","mean_bioen_t_km2","mean_vonb_t_km2","tot_wlcpue_tons","tot_bioen_tons","tot_vonb_tons"
1982,"EBS","NW_corner","Walleye_pollock","[12,25)",4.72241735610072,0.0502705680203076,12.923935121298,29522,5,1.85,7.54,0.944483471220143,0.0100541136040615,2.58478702425959,27883.0410373611,296.817541819104,76308.0825301917
1982,"EBS","NW_corner","Walleye_pollock","[25,40)",8.57021970568755,0.0492680262450413,14.9842673242243,29522,5,1.85,7.54,1.71404394113751,0.00985360524900825,2.99685346484487,50602.0052302616,290.898134161222,88473.1079891502
1982,"EBS","NW_corner","Walleye_pollock","[40,999)",11.1222424223272,0.0344077792658047,12.3836102410744,29522,5,1.85,7.54,2.22444848446544,0.00688155585316094,2.47672204821489,65670.1681583887,203.157291897017,73117.7883073999
1982,"EBS","NW_inner","Walleye_pollock","[0,12)",0.0462441381320958,0.00142096615112699,0.250907681639744,41027,30,3.11666666666667,4.13,0.00154147127106986,4.73655383708997e-05,0.00836358938799148,63.2419418381832,1.9432659427429,343.132981821127
1982,"EBS","NW_inner","Walleye_pollock","[12,25)",4.30778198547762,0.0502182524687375,11.543672145442,41027,30,3.11666666666667,4.13,0.143592732849254,0.00167394174895792,0.384789071514733,5891.17905060635,68.6768081344964,15786.7412370349
1982,"EBS","NW_inner","Walleye_pollock","[25,40)",8.11801998803742,0.0593349359472924,15.5403718167853,41027,30,3.11666666666667,4.13,0.270600666267914,0.00197783119824308,0.518012393892843,11101.9335349737,81.1444805703189,21252.4944842417
1982,"EBS","NW_inner","Walleye_pollock","[40,999)",21.2798945007025,0.0600346182603255,20.3576370196439,41027,30,3.11666666666667,4.13,0.709329816690082,0.00200115394201085,0.678587900654797,29101.674389344,82.1013427788791,27840.4258001644
1982,"EBS","NW_middle","Walleye_pollock","[0,12)",0.0178575970139588,0.000456957298081105,0.0962756649779833,62703,38,1.24473684210526,5.81315789473684,0.000469936763525232,1.20251920547659e-05,0.00253357013099956,29.4664448833226,0.754015617409988,158.862447924065
1982,"EBS","NW_middle","Walleye_pollock","[12,25)",25.64870891633,0.259949345946425,70.4331460336885,62703,38,1.24473684210526,5.81315789473684,0.674966024113946,0.00684077226174803,1.8535038429918,42322.3946100168,428.936943128387,116220.251467115
1982,"EBS","NW_middle","Walleye_pollock","[25,40)",245.188559449199,1.29493981593645,420.304605401207,62703,38,1.24473684210526,5.81315789473684,6.45233051182104,0.0340773635772751,11.0606475105581,404580.480082715,2136.75292838588,693535.780854524
1982,"EBS","NW_middle","Walleye_pollock","[40,999)",208.070076711265,0.661926329691355,246.582344640308,62703,38,1.24473684210526,5.81315789473684,5.47552833450698,0.0174191139392462,6.48900906948179,343332.053158591,1092.23070133255,406880.335683717
1982,"EBS","NW_outer","Walleye_pollock","[0,12)",0,0,0,88134,56,3.15849056603774,7.41071428571429,0,0,0,0,0,0
1982,"EBS","NW_outer","Walleye_pollock","[12,25)",62.340901456067,0.718689970156232,165.729591057327,88134,56,3.15849056603774,7.41071428571429,1.11323038314405,0.0128337494670756,2.95945698316655,98113.446588018,1131.08967553124,260828.781754401
1982,"EBS","NW_outer","Walleye_pollock","[25,40)",300.239671133771,1.98605747582069,532.978965933623,88134,56,3.15849056603774,7.41071428571429,5.36142269881735,0.0354653120682266,9.51748153452899,472523.628137568,3125.69981382108,838813.717564178
1982,"EBS","NW_outer","Walleye_pollock","[40,999)",116.791390377556,0.439666319760668,137.585680697208,88134,56,3.15849056603774,7.41071428571429,2.08556054245636,0.0078511842814405,2.45688715530729,183808.792848849,691.956275460477,216535.292545853
1982,"EBS","Pribs","Walleye_pollock","[0,12)",0.00341476611683169,0.000106180512717898,0.0185142545856509,32785,38,3.28157894736842,6.10526315789474,8.98622662324128e-05,2.79422401889205e-06,0.000487217225938181,2.94613439842965,0.0916086344593759,15.9734167523833
1982,"EBS","Pribs","Walleye_pollock","[12,25)",4.13599200481566,0.048828095983687,11.0731200178105,32785,38,3.28157894736842,6.10526315789474,0.10884189486357,0.00128494989430755,0.291397895205541,3568.38152310214,42.1270822848731,9553.47999431365
1982,"EBS","Pribs","Walleye_pollock","[25,40)",223.363110435898,1.28234707010888,355.56277248682,32785,38,3.28157894736842,6.10526315789474,5.87797659041836,0.0337459755291811,9.35691506544263,192709.462516866,1106.3618077242,306766.460420537
