"survey","Species","RACE","stratum","haul_count","catch_count","mean_wgt_cpue","mean_num_cpue","new.stratum_biomass","stratum_pop","INPFC_AREA","MAX_DEPTH","REGULATORY_AREA_NAME","NODC","NAME","ECOPATH_PRED"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOA","Rougheye Rock",30051,10,176,1,0.775140571281552,0.28815634620132,51.6722223267846,2401.12557280597,"Shumagin",100,"WESTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,11,321,0,0,0,0,0,"Shumagin",100,"WESTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,12,186,2,0.268815521975632,0.50988527799361,14.7866235900564,3505.88092178986,"Shumagin",100,"WESTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,13,233,3,0.331906931490755,0.657011317608072,32.9219520895306,8146.14469763447,"Shumagin",100,"WESTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,20,144,9,NA,NA,NA,NA,"Chirikof",100,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,21,161,2,NA,NA,NA,NA,"Chirikof",100,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,22,235,2,0.113092225061229,0.180591830134809,9.76394119973986,1948.94919791682,"Chirikof",100,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,30,134,18,13.8199073065483,23.1488695143811,637.492976180842,133478.117785135,"Kodiak",100,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,31,347,1,0.0920176772672834,0.0731460073666799,11.3388944763722,1126.67870393205,"Kodiak",100,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,32,142,1,0.0313859009511183,0.627718019022367,2.48246909116474,6206.17272791186,"Kodiak",100,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,33,70,29,80.7932063950197,144.464915042531,3399.83112544582,759897.299246746,"Kodiak",100,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,35,55,3,3.69036711440807,4.19404939062908,64.939301543428,9225.32330871432,"Kodiak",100,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,40,120,6,2.21004908952428,5.16696856168447,175.869235520608,51396.5286568627,"Yakutat",100,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,41,88,9,1.57347622160674,18.8064499231837,84.5184570359708,126272.334783731,"Yakutat",100,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,50,41,10,35.2191868546527,97.0936326992094,1844.44994709027,635606.475079652,"Southeastern",100,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,110,108,4,18.7682004276079,13.8268691500352,637.415532532245,58699.428832551,"Shumagin",200,"WESTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,111,263,6,NA,NA,NA,NA,"Shumagin",200,"WESTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,112,56,10,5.2980317507026,10.4988841583211,96.5615876142736,23918.9988426217,"Shumagin",200,"WESTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,120,269,36,7.33263366919645,11.7670810165492,651.374801883764,130662.126523922,"Chirikof",200,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,121,219,61,22.3641316051154,24.7635072692914,1383.82429785141,191536.293831699,"Chirikof",200,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,122,167,6,1.40262582196113,1.4307207107334,56.2255240470548,7168.96663265887,"Chirikof",200,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,130,239,50,36.6913015592076,48.4936912997782,2322.34657914879,383671.174483302,"Kodiak",200,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,131,221,32,12.5653350702353,17.4155388482883,737.474794719555,127767.39403766,"Kodiak",200,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,132,214,23,4.93106149736644,7.76573652120311,433.175132855428,85273.8287458237,"Kodiak",200,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,133,241,66,64.7933949721351,131.193226148421,6260.08435044656,1584422.03531997,"Kodiak",200,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,134,177,3,0.902380321221995,2.03014347620003,36.2815074614355,10203.107263547,"Kodiak",200,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,140,147,48,39.3212671141302,120.552131394587,2310.70797055912,885528.339132735,"Yakutat",200,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,141,99,34,19.8595783904771,103.627940456263,838.321737863191,546798.838238016,"Yakutat",200,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,142,136,26,5.64218453708272,26.332029703777,407.677352713725,237828.364409662,"Yakutat",200,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,143,113,21,46.4615350513957,116.82166829669,2872.26361933797,902743.063234392,"Yakutat",200,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,150,68,1,2.43711810147928,11.5321045811322,81.8166282633746,48393.1160863808,"Southeastern",200,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,151,141,10,3.5692838925374,10.0690758322303,196.677365148083,69354.2235565724,"Southeastern",200,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,210,100,26,41.3505289063721,25.5417113086291,922.265325711929,71208.9885011812,"Shumagin",300,"WESTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,220,203,56,45.4439141477365,36.9343359711414,3641.97889192386,370000.236876661,"Chirikof",300,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,221,63,30,65.694903417893,51.9594921462643,1606.43799883696,79410.3673205337,"Chirikof",300,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,230,160,90,205.386703693049,272.577592059931,10942.1163022057,1815219.57121943,"Kodiak",300,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,231,57,31,199.227348817604,139.494441304706,2586.15268299462,226345.633383195,"Kodiak",300,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,232,58,11,20.1424367999824,18.7897245724808,516.972076699977,60281.7016959964,"Kodiak",300,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,240,101,48,137.883615177654,202.257294900713,3356.31111641515,615408.877966285,"Yakutat",300,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,241,70,34,63.5909178203245,106.021898736115,1082.24009474585,225545.474232477,"Yakutat",300,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,250,43,9,338.089045708536,220.674980085498,3043.51004601663,248317.169440968,"Southeastern",300,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,251,118,8,12.733816667566,7.51077097408112,400.051798530788,29495.255772246,"Southeastern",300,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,310,76,19,33.3139069072353,20.5590417472648,674.566904694481,52037.0111255438,"Shumagin",500,"WESTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,320,55,29,73.9844370169259,49.7050466349185,949.345212656844,79724.9563055906,"Chirikof",500,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,330,82,39,573.492560211204,356.133247011545,13359.0228684289,1036977.74851756,"Kodiak",500,"CENTRAL GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,340,38,14,133.158302458093,101.919274277619,1179.45871878713,112844.612803083,"Yakutat",500,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,341,33,33,292.898378979664,239.45937207092,3562.99630731008,364116.413605484,"Yakutat",500,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,350,60,35,182.277834765042,97.9996552542556,3418.55079632982,229743.237803243,"Southeastern",500,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
"GOA","Rougheye Rock",30051,351,10,30,1336.10659800175,857.670775685729,8258.84899209628,662687.901541336,"Southeastern",500,"EASTERN GOA",8826010101,"Sebastes aleutianus (rougheye rockfish)","Rougheye Rock"
