"year","model","race_guild","bio_tons","bio_tkm2","juv_bio_prop","adu_bio_tkm2","juv_bio_tkm2"
1984,"EGOA","Arrowtooth_flounder",216136.004679883,2.53570045960664,0.000738268986805191,2.53382843059748,0.00187202900915525
1984,"EGOA","Big_skate",6566.24842993891,0.0770350094439273,0,0.0770350094439273,0
1984,"EGOA","Black_rockfish",40.7309034651433,0.000477853612542375,0,0.000477853612542375,0
1984,"EGOA","Chinook_salmon",280.777653049522,0.00329407414067562,0,0.00329407414067562,0
1984,"EGOA","Chum_salmon",1230.37980025916,0.0144347751298017,0,0.0144347751298017,0
1984,"EGOA","Deep_water_flatfish",11782.111777816,0.138227345760341,0,0.138227345760341,0
1984,"EGOA","Demersal_shelf_rockfish",1484.01988656478,0.0174104722348371,0,0.0174104722348371,0
1984,"EGOA","Eulachon",2300.05213787875,0.0269841356222739,0,0.0269841356222739,0
1984,"EGOA","Flathead_sole",45702.6826705793,0.536182361771171,0.000509815971207764,0.53590900743966,0.000273354331510842
1984,"EGOA","Gelatinous_carnivores",1106.79299987425,0.0129848588745185,0,0.0129848588745185,0
1984,"EGOA","Infauna",90.6635558321289,0.00106366183891295,0,0.00106366183891295,0
1984,"EGOA","King_crab",33.8730647847104,0.00039739767592211,0,0.00039739767592211,0
1984,"EGOA","Large_sculpins",843.894193005425,0.00990053876600784,0,0.00990053876600784,0
1984,"EGOA","Lingcod",4064.67667944242,0.0476866523903774,0,0.0476866523903774,0
1984,"EGOA","Longnose_skate",6721.63492857094,0.0788579987074768,0,0.0788579987074768,0
1984,"EGOA","MISC_NA",33.1066845100191,0.000388406527882493,0,0.000388406527882493,0
1984,"EGOA","MISC_SHELLS",4648.83669187183,0.0545399983388923,0,0.0545399983388923,0
1984,"EGOA","Miscellaneous_deep_sea_fish",11.1462140312232,0.000130767014425511,0,0.000130767014425511,0
1984,"EGOA","Motile_epifauna",2282.73656319038,0.0267809898726303,0,0.0267809898726303,0
1984,"EGOA","Octopus",20.5492342326469,0.000241082936484655,0,0.000241082936484655,0
1984,"EGOA","Other_skates",286.052880776176,0.00335596293792076,0,0.00335596293792076,0
1984,"EGOA","POP",110656.498846519,1.29821838522074,0.00179635911084081,1.29588631879659,0.00233206642415232
1984,"EGOA","Pacific_capelin",6.70206550188164,7.86284108406899e-05,0,7.86284108406899e-05,0
1984,"EGOA","Pacific_cod",36791.9816528511,0.431642312094877,6.36710255048343e-06,0.43163956378401,2.74831086623585e-06
1984,"EGOA","Pacific_dogfish",7959.27543546413,0.0933779562074081,0,0.0933779562074081,0
1984,"EGOA","Pacific_halibut",63369.6853592686,0.743451053093246,0,0.743451053093246,0
1984,"EGOA","Pacific_herring",10416.3021526318,0.122203712402982,0,0.122203712402982,0
1984,"EGOA","Pacific_sandlance",0.214340915954268,2.51464053803866e-06,0,2.51464053803866e-06,0
1984,"EGOA","Pandalid_shrimp",664.88311503661,0.00780038671890907,0,0.00780038671890907,0
1984,"EGOA","Pelagic_shelf_rockfish",11150.3254954498,0.130815249987858,0,0.130815249987858,0
1984,"EGOA","Pink_salmon",35.2155545498837,0.000413147721452974,0,0.000413147721452974,0
1984,"EGOA","Rex_sole",13310.525105615,0.156158640379713,0.000359157032078112,0.1561025549059,5.60854738121309e-05
1984,"EGOA","Sablefish",55106.0260070495,0.646502074839994,0,0.646502074839994,0
1984,"EGOA","Salmon_shark",2198.39529291942,0.0257915008788525,0,0.0257915008788525,0
1984,"EGOA","Sessile_epifauna",1869.08317543477,0.0219280220063868,0,0.0219280220063868,0
1984,"EGOA","Shallow_water_flatfish",6417.46158271426,0.0752894470724485,0,0.0752894470724485,0
1984,"EGOA","Shelf_demersals",1223.00696864269,0.0143482773130859,0,0.0143482773130859,0
1984,"EGOA","Shelf_forage_fish",353.559539119895,0.004147948821264,0,0.004147948821264,0
1984,"EGOA","Slope_demersals",27848.4435029159,0.326717018269405,0,0.326717018269405,0
1984,"EGOA","Slope_forage_fish",131.311881333774,0.00154054664951829,0,0.00154054664951829,0
1984,"EGOA","Slope_rockfish",30426.2838255311,0.356960155688963,0,0.356960155688963,0
1984,"EGOA","Sockeye_salmon",84.4506445200018,0.000990772168850854,0,0.000990772168850854,0
1984,"EGOA","Spotted_ratfish",3830.24958672881,0.0449363614908182,0,0.0449363614908182,0
1984,"EGOA","Squid",538.567790188756,0.00631845950485487,0,0.00631845950485487,0
1984,"EGOA","Tanner_crab",372.901326068344,0.00437486602613893,0,0.00437486602613893,0
1984,"EGOA","Thornyheads",11784.7915122417,0.138258784316009,0.0355664394502664,0.133341411635166,0.00491737268084278
1984,"EGOA","Unlisted_rockfish",1488.68699118033,0.0174652265518525,0,0.0174652265518525,0
1984,"EGOA","Walleye_pollock",10741.9152008136,0.12602379391671,0.0602848993809801,0.118426462180832,0.00759733173587823
1987,"EGOA","Arrowtooth_flounder",165417.715406582,1.94067516703102,0.00113202813235824,1.93847826814617,0.00219689888484814
1987,"EGOA","Big_skate",2924.66184016487,0.0343120359945764,0,0.0343120359945764,0
1987,"EGOA","Chinook_salmon",230.389074244209,0.0027029170004074,0,0.0027029170004074,0
1987,"EGOA","Chum_salmon",39.0975398147021,0.000458691044208317,0,0.000458691044208317,0
1987,"EGOA","Coho_salmon",13.8835355431212,0.000162881179883928,0,0.000162881179883928,0
1987,"EGOA","Deep_water_flatfish",26349.5429875695,0.309131966989782,0,0.309131966989782,0
1987,"EGOA","Demersal_shelf_rockfish",10131.3737547659,0.11886094186138,0,0.11886094186138,0
1987,"EGOA","Eulachon",5863.50991765756,0.0687905044563649,0,0.0687905044563649,0
1987,"EGOA","Flathead_sole",30459.1006779688,0.357345161916557,0.000547277987657449,0.357149594775444,0.000195567141112818
1987,"EGOA","Gelatinous_carnivores",1926.80029674105,0.0226051573649322,0,0.0226051573649322,0
1987,"EGOA","Infauna",72.7847367517256,0.000853908124687739,0,0.000853908124687739,0
1987,"EGOA","Large_sculpins",621.721032328474,0.00729401059188341,0,0.00729401059188341,0
1987,"EGOA","Lingcod",8310.96953439582,0.0975040197460714,0,0.0975040197460714,0
1987,"EGOA","Longnose_skate",3923.09723843707,0.0460256470703251,0,0.0460256470703251,0
1987,"EGOA","Miscellaneous_deep_sea_fish",2.26792956778797,2.66072746922147e-05,0,2.66072746922147e-05,0
1987,"EGOA","Motile_epifauna",589.320701006408,0.00691389097624393,0,0.00691389097624393,0
1987,"EGOA","Octopus",46.634970152923,0.00054711992768466,0,0.00054711992768466,0
1987,"EGOA","Other_skates",266.221834805789,0.00312330576237951,0,0.00312330576237951,0
1987,"EGOA","POP",100542.224557269,1.17955805372334,0.00852950435205149,1.16949700817061,0.0100610455527306
1987,"EGOA","Pacific_capelin",8.40590181716706,9.86177621482736e-05,0,9.86177621482736e-05,0
1987,"EGOA","Pacific_cod",32885.9673937064,0.3858170819727,0,0.3858170819727,0
1987,"EGOA","Pacific_dogfish",7859.27074554531,0.0922047044922876,0,0.0922047044922876,0
1987,"EGOA","Pacific_halibut",71768.0918148363,0.841980879907097,0,0.841980879907097,0
1987,"EGOA","Pacific_herring",148230.368097268,1.73903377675829,0,1.73903377675829,0
1987,"EGOA","Pandalid_shrimp",1309.04109608544,0.015357626851223,0,0.015357626851223,0
1987,"EGOA","Pelagic_shelf_rockfish",27842.8378213372,0.326651252598495,0,0.326651252598495,0
1987,"EGOA","Rex_sole",15304.0628188836,0.179546758908439,0.00140270212370729,0.179294908288413,0.000251850620025627
1987,"EGOA","Sablefish",34258.3882567244,0.401918278153701,0,0.401918278153701,0
1987,"EGOA","Sessile_epifauna",3883.64601919874,0.0455628066708145,0,0.0455628066708145,0
1987,"EGOA","Shallow_water_flatfish",11403.0942045618,0.133780724124473,0,0.133780724124473,0
1987,"EGOA","Shelf_demersals",11200.068132046,0.13139882895549,0,0.13139882895549,0
1987,"EGOA","Shelf_forage_fish",694.710701211654,0.00815032297356057,0,0.00815032297356057,0
1987,"EGOA","Slope_demersals",9226.15561263797,0.108240952552159,0,0.108240952552159,0
1987,"EGOA","Slope_forage_fish",108.757763461613,0.00127594248447339,0,0.00127594248447339,0
1987,"EGOA","Slope_rockfish",179121.013615167,2.10144180846636,0,2.10144180846636,0
1987,"EGOA","Spotted_ratfish",5176.50723384958,0.0607306116880915,0,0.0607306116880915,0
1987,"EGOA","Squid",664.025815980207,0.00779032891472896,0,0.00779032891472896,0
1987,"EGOA","Tanner_crab",64.6690323455744,0.000758694948969105,0,0.000758694948969105,0
1987,"EGOA","Thornyheads",20660.5740842838,0.242389171942216,0.0425050776782189,0.232086401360453,0.010302770581763
1987,"EGOA","Walleye_pollock",30631.0525833391,0.359362495984167,0.0338638526705732,0.34719309736483,0.0121693986193373
1990,"EGOA","Arrowtooth_flounder",180680.974338114,2.11974321608239,0.00222280091149269,2.11503144892955,0.00471176715283837
1990,"EGOA","Big_skate",11500.9112743039,0.134928310752021,0,0.134928310752021,0
1990,"EGOA","Black_rockfish",55.1680908700158,0.000647230217759922,0,0.000647230217759922,0
1990,"EGOA","Chinook_salmon",864.741484170364,0.0101451184965659,0,0.0101451184965659,0
1990,"EGOA","Chum_salmon",789.92379349368,0.00926735982365728,0,0.00926735982365728,0
