"year","model","species_name","stratum","lbin","strat_bio_sum","stratum_bin","area","stations","bottom_temp_mean","surface_temp_mean","bio_t_km2","bio_tons","jcat"
1984,"WGOA","Pacific_cod",10,"[0,20)",0.00396932956494146,"Shumagin_shelf",8332.718,15,5.55,7.46153846153846,0.000264621970996097,2.20502026091466,"juv"
1984,"WGOA","Pacific_cod",10,"[30,60)",65.0704154612999,"Shumagin_shelf",8332.718,15,5.55,7.46153846153846,4.33802769741999,36147.5614787901,"adu"
1984,"WGOA","Pacific_cod",10,"[60,85)",16.4445741226501,"Shumagin_shelf",8332.718,15,5.55,7.46153846153846,1.09630494151,9135.19991960936,"adu"
1984,"WGOA","Pacific_cod",10,"[85,999)",0.784977815814495,"Shumagin_shelf",8332.718,15,5.55,7.46153846153846,0.052331854387633,436.066585029208,"adu"
1984,"WGOA","Pacific_cod",11,"[0,20)",0.00729045995713387,"Shumagin_shelf",13681.241,52,6.16,9.69038461538462,0.000140201153021805,1.9181257629692,"juv"
1984,"WGOA","Pacific_cod",11,"[20,30)",0.124445324451041,"Shumagin_shelf",13681.241,52,6.16,9.69038461538462,0.00239317931636618,32.741662983421,"adu"
1984,"WGOA","Pacific_cod",11,"[30,60)",52.7617169569264,"Shumagin_shelf",13681.241,52,6.16,9.69038461538462,1.01464840301782,13881.6493319519,"adu"
1984,"WGOA","Pacific_cod",11,"[60,85)",71.2084399522581,"Shumagin_shelf",13681.241,52,6.16,9.69038461538462,1.36939307600496,18734.9966965552,"adu"
1984,"WGOA","Pacific_cod",11,"[85,999)",3.57380709399685,"Shumagin_shelf",13681.241,52,6.16,9.69038461538462,0.0687270594999393,940.27146424001,"adu"
1984,"WGOA","Pacific_cod",12,"[0,20)",0.0393932742919709,"Shumagin_shelf",6875.823,12,5.475,10.6416666666667,0.00328277285766424,22.5717651185035,"juv"
1984,"WGOA","Pacific_cod",12,"[20,30)",0.235361162281586,"Shumagin_shelf",6875.823,12,5.475,10.6416666666667,0.0196134301901322,134.858474410205,"adu"
1984,"WGOA","Pacific_cod",12,"[30,60)",10.297035082232,"Shumagin_shelf",6875.823,12,5.475,10.6416666666667,0.858086256852666,5900.04922085147,"adu"
1984,"WGOA","Pacific_cod",12,"[60,85)",7.71123369114752,"Shumagin_shelf",6875.823,12,5.475,10.6416666666667,0.642602807595627,4418.42316433058,"adu"
1984,"WGOA","Pacific_cod",13,"[0,20)",0.00576732855897543,"Shumagin_shelf",12398.789,21,5.02105263157895,10.4428571428571,0.000274634693284544,3.40513761411478,"juv"
1984,"WGOA","Pacific_cod",13,"[20,30)",0.128297342112194,"Shumagin_shelf",12398.789,21,5.02105263157895,10.4428571428571,0.00610939724343783,75.7491273385673,"adu"
1984,"WGOA","Pacific_cod",13,"[30,60)",12.0188058410404,"Shumagin_shelf",12398.789,21,5.02105263157895,10.4428571428571,0.572324087668591,7096.12560262036,"adu"
1984,"WGOA","Pacific_cod",13,"[60,85)",2.94166096708962,"Shumagin_shelf",12398.789,21,5.02105263157895,10.4428571428571,0.140079093670934,1736.81112573715,"adu"
1984,"WGOA","Pacific_cod",13,"[85,999)",0.623812457168232,"Shumagin_shelf",12398.789,21,5.02105263157895,10.4428571428571,0.0297053551032491,368.310430095259,"adu"
1984,"WGOA","Pacific_cod",20,"[0,20)",0,"Chirikof_shelf",7940.852,8,5.825,10.9375,0,0,"juv"
1984,"WGOA","Pacific_cod",20,"[30,60)",1.33100873679632,"Chirikof_shelf",7940.852,8,5.825,10.9375,0.16637609209954,1321.16792370082,"adu"
1984,"WGOA","Pacific_cod",20,"[60,85)",1.31095625472854,"Chirikof_shelf",7940.852,8,5.825,10.9375,0.163869531841067,1301.2636996592,"adu"
1984,"WGOA","Pacific_cod",21,"[0,20)",0,"Chirikof_shelf",7302.086,16,7.5,11.5625,0,0,"juv"
1984,"WGOA","Pacific_cod",21,"[20,30)",0.318137231315029,"Chirikof_shelf",7302.086,16,7.5,11.5625,0.0198835769571893,145.191588929015,"adu"
1984,"WGOA","Pacific_cod",21,"[30,60)",7.96984859758242,"Chirikof_shelf",7302.086,16,7.5,11.5625,0.498115537348901,3637.28249165789,"adu"
1984,"WGOA","Pacific_cod",21,"[60,85)",0.0994282158395121,"Chirikof_shelf",7302.086,16,7.5,11.5625,0.0062142634899695,45.3770864304175,"adu"
1984,"WGOA","Pacific_cod",22,"[0,20)",0.0169711348646735,"Chirikof_shelf",10792.012,19,8.86666666666667,11.7684210526316,0.000893217624456502,9.63961532174607,"juv"
1984,"WGOA","Pacific_cod",22,"[20,30)",2.45339653925851,"Chirikof_shelf",10792.012,19,8.86666666666667,11.7684210526316,0.129126133645185,1393.53078381244,"adu"
1984,"WGOA","Pacific_cod",22,"[30,60)",31.1253258926446,"Chirikof_shelf",10792.012,19,8.86666666666667,11.7684210526316,1.6381750469813,17679.2047651227,"adu"
1984,"WGOA","Pacific_cod",22,"[60,85)",13.761313418372,"Chirikof_shelf",10792.012,19,8.86666666666667,11.7684210526316,0.724279653598528,7816.43471299115,"adu"
1984,"WGOA","Pacific_cod",22,"[85,999)",0.683821299421674,"Chirikof_shelf",10792.012,19,8.86666666666667,11.7684210526316,0.0359905947064039,388.410929958647,"adu"
1984,"WGOA","Pacific_cod",30,"[0,20)",0,"Kodiak_shelf",5766.075,8,8.06666666666667,12.35,0,0,"juv"
1984,"WGOA","Pacific_cod",30,"[20,30)",0.00791455279047053,"Kodiak_shelf",5766.075,8,8.06666666666667,12.35,0.000989319098808816,5.70448812266404,"adu"
1984,"WGOA","Pacific_cod",30,"[30,60)",10.3225819890627,"Kodiak_shelf",5766.075,8,8.06666666666667,12.35,1.29032274863283,7440.09774282306,"adu"
1984,"WGOA","Pacific_cod",30,"[60,85)",3.50657619001497,"Kodiak_shelf",5766.075,8,8.06666666666667,12.35,0.438322023751872,2527.39766310507,"adu"
1984,"WGOA","Pacific_cod",31,"[0,20)",0.00312935255580205,"Kodiak_shelf",15403.147,49,8.9952380952381,11.6489795918367,6.38643378735112e-05,0.983711784323361,"juv"
1984,"WGOA","Pacific_cod",31,"[20,30)",1.45649355846838,"Kodiak_shelf",15403.147,49,8.9952380952381,11.6489795918367,0.0297243583360894,457.848660931461,"adu"
1984,"WGOA","Pacific_cod",31,"[30,60)",58.5682521393775,"Kodiak_shelf",15403.147,49,8.9952380952381,11.6489795918367,1.19527045182403,18410.926474202,"adu"
