"year","model","stratum_bin","species_name","lbin","strat_bio_t_km2","area","bio_tons"
1984,"WGOA","Chirikof_gully","Pacific_cod","[0,20)",8.98480970001854e-11,21121.824,1.89775569157284e-06
1984,"WGOA","Chirikof_gully","Pacific_cod","[20,30)",2.83329915481241e-09,21121.824,5.98444460872964e-05
1984,"WGOA","Chirikof_gully","Pacific_cod","[30,60)",5.59584051222211e-07,21121.824,0.0118194358431225
1984,"WGOA","Chirikof_gully","Pacific_cod","[60,85)",5.26250698396857e-07,21121.824,0.0111153746314155
1984,"WGOA","Chirikof_gully","Pacific_cod","[85,999)",3.2272065612829e-07,21121.824,0.00681644889990626
1984,"WGOA","Chirikof_shelf","Pacific_cod","[0,20)",2.26595297807068e-10,38780.307,8.78743521371452e-06
1984,"WGOA","Chirikof_shelf","Pacific_cod","[20,30)",2.11872855613857e-07,38780.307,0.00821649438567205
1984,"WGOA","Chirikof_shelf","Pacific_cod","[30,60)",2.32026179405168e-06,38780.307,0.089980464693695
1984,"WGOA","Chirikof_shelf","Pacific_cod","[60,85)",1.49321100047171e-06,38780.307,0.0579071810140699
1984,"WGOA","Chirikof_shelf","Pacific_cod","[85,999)",1.61746316116471e-07,38780.307,0.00627257179511579
1984,"WGOA","Chirikof_slope","Pacific_cod","[0,20)",0,8151.034,0
1984,"WGOA","Chirikof_slope","Pacific_cod","[30,60)",8.51207327505914e-07,8151.034,0.00693821986754984
1984,"WGOA","Chirikof_slope","Pacific_cod","[60,85)",8.03852708961282e-07,8151.034,0.00655223076173552
1984,"WGOA","Chirikof_slope","Pacific_cod","[85,999)",9.96813554082783e-08,8151.034,0.00081250611709896
1984,"WGOA","Kodiak_gully","Pacific_cod","[0,20)",0,17779.462,0
1984,"WGOA","Kodiak_gully","Pacific_cod","[30,60)",1.19497450098306e-06,17779.462,0.0212460037311973
1984,"WGOA","Kodiak_gully","Pacific_cod","[60,85)",8.75288043385655e-07,17779.462,0.0155621505064296
1984,"WGOA","Kodiak_gully","Pacific_cod","[85,999)",2.70566192554007e-07,17779.462,0.00481052133899865
1984,"WGOA","Kodiak_shelf","Pacific_cod","[0,20)",3.52013121958235e-10,73935.803,2.6026372838519e-05
1984,"WGOA","Kodiak_shelf","Pacific_cod","[20,30)",6.17883725026279e-08,73935.803,0.00456837293704491
1984,"WGOA","Kodiak_shelf","Pacific_cod","[30,60)",1.91650288635321e-06,73935.803,0.141698179854342
1984,"WGOA","Kodiak_shelf","Pacific_cod","[60,85)",7.94256989481279e-07,73935.803,0.058724028305661
1984,"WGOA","Kodiak_shelf","Pacific_cod","[85,999)",6.04469897397541e-07,73935.803,0.0446919672534148
1984,"WGOA","Kodiak_slope","Pacific_cod","[0,20)",0,9773.081,0
1984,"WGOA","Kodiak_slope","Pacific_cod","[30,60)",7.23642767993248e-07,9773.081,0.00707221938666222
1984,"WGOA","Kodiak_slope","Pacific_cod","[60,85)",6.25697263868228e-07,9773.081,0.00611499004126256
1984,"WGOA","Shumagin_gully","Pacific_cod","[0,20)",0,6523.558,0
