"year","model","stratum_bin","species_name","lbin","prey_guild","strat_preycons_t_km2","area","cons_tons_day"
2010,"NBS","NBS70","W.pollock","[40,999)","amphipods",7.84388025331965e-06,79261,0.621713792758369
2010,"NBS","NBS70","W.pollock","[40,999)","benthos",1.93266351311918e-08,79261,0.00153184842713339
2010,"NBS","NBS70","W.pollock","[40,999)","copepods",0,79261,0
2010,"NBS","NBS70","W.pollock","[40,999)","euphausiids",8.54134681586074e-05,79261,6.76995689971938
2010,"NBS","NBS70","W.pollock","[40,999)","fish_other",0.000232607255635561,79261,18.4366836889302
2010,"NBS","NBS70","W.pollock","[40,999)","Flatfish",5.28011279562571e-06,79261,0.41850702029409
2010,"NBS","NBS70","W.pollock","[40,999)","MISSING",0,79261,0
2010,"NBS","NBS70","W.pollock","[40,999)","Mysid",9.45665915459225e-06,79261,0.749544261252136
2010,"NBS","NBS70","W.pollock","[40,999)","Opilio",0,79261,0
2010,"NBS","NBS70","W.pollock","[40,999)","Pandalidae",1.53919193171356e-06,79261,0.121997891699548
2010,"NBS","NBS70","W.pollock","[40,999)","pollock",3.28323006039934e-06,79261,0.260232097817312
2010,"NBS","NBS70","W.pollock","[40,999)","Polychaete",7.70233773619092e-08,79261,0.00610494991308229
2010,"NBS","NBS70","W.pollock","[40,999)","squids",0,79261,0
2010,"NBS","NBS70","W.pollock","[40,999)","zoop_other",4.06665672441893e-05,79261,3.22327278634169
2010,"NBS","NBS71","W.pollock","[0,10)","MISSING",0,41297,0
2010,"NBS","NBS71","W.pollock","[10,25)","MISSING",1.99668545143952e-05,41297,0.824571190880978
2010,"NBS","NBS71","W.pollock","[40,999)","amphipods",0.000161501798184383,41297,6.66953975962045
2010,"NBS","NBS71","W.pollock","[40,999)","benthos",0,41297,0
2010,"NBS","NBS71","W.pollock","[40,999)","copepods",0,41297,0
2010,"NBS","NBS71","W.pollock","[40,999)","euphausiids",0,41297,0
2010,"NBS","NBS71","W.pollock","[40,999)","fish_other",0.000216772671222422,41297,8.95206100347234
2010,"NBS","NBS71","W.pollock","[40,999)","Flatfish",0,41297,0
2010,"NBS","NBS71","W.pollock","[40,999)","MISSING",0,41297,0
2010,"NBS","NBS71","W.pollock","[40,999)","Mysid",1.62852885526846e-06,41297,0.0672533561360217
2010,"NBS","NBS71","W.pollock","[40,999)","Opilio",0,41297,0
2010,"NBS","NBS71","W.pollock","[40,999)","Pandalidae",1.56246192144232e-06,41297,0.0645249899698035
2010,"NBS","NBS71","W.pollock","[40,999)","pollock",0,41297,0
2010,"NBS","NBS71","W.pollock","[40,999)","Polychaete",3.07755540453492e-07,41297,0.0127093805541079
2010,"NBS","NBS71","W.pollock","[40,999)","squids",0,41297,0
2010,"NBS","NBS71","W.pollock","[40,999)","zoop_other",4.78266440170798e-05,41297,1.97509691797334
2010,"NBS","NBS72","W.pollock","[0,10)","MISSING",0,41297,0
2010,"NBS","NBS72","W.pollock","[10,25)","amphipods",7.3612336362644e-06,41297,0.303996865476811
2010,"NBS","NBS72","W.pollock","[10,25)","benthos",0,41297,0
2010,"NBS","NBS72","W.pollock","[10,25)","copepods",2.38946620565663e-06,41297,0.0986777858950017
2010,"NBS","NBS72","W.pollock","[10,25)","euphausiids",0,41297,0
2010,"NBS","NBS72","W.pollock","[10,25)","fish_other",2.19731402234441e-06,41297,0.090742477180757
2010,"NBS","NBS72","W.pollock","[10,25)","Flatfish",0,41297,0
2010,"NBS","NBS72","W.pollock","[10,25)","MISSING",0,41297,0
2010,"NBS","NBS72","W.pollock","[10,25)","Mysid",1.48611744737093e-06,41297,0.0613721922240773
2010,"NBS","NBS72","W.pollock","[10,25)","Opilio",0,41297,0
2010,"NBS","NBS72","W.pollock","[10,25)","Pandalidae",0,41297,0
2010,"NBS","NBS72","W.pollock","[10,25)","pollock",0,41297,0
2010,"NBS","NBS72","W.pollock","[10,25)","Polychaete",0,41297,0
2010,"NBS","NBS72","W.pollock","[10,25)","squids",0,41297,0
2010,"NBS","NBS72","W.pollock","[10,25)","zoop_other",1.41017677710883e-06,41297,0.0582360703642633
2010,"NBS","NBS72","W.pollock","[40,999)","amphipods",0.000388410331081303,41297,16.0401814426646
2010,"NBS","NBS72","W.pollock","[40,999)","benthos",0,41297,0
2010,"NBS","NBS72","W.pollock","[40,999)","copepods",0,41297,0
2010,"NBS","NBS72","W.pollock","[40,999)","euphausiids",0,41297,0
2010,"NBS","NBS72","W.pollock","[40,999)","fish_other",0.000247015250987616,41297,10.2009888200356
2010,"NBS","NBS72","W.pollock","[40,999)","Flatfish",0,41297,0
2010,"NBS","NBS72","W.pollock","[40,999)","MISSING",0,41297,0
2010,"NBS","NBS72","W.pollock","[40,999)","Mysid",0,41297,0
2010,"NBS","NBS72","W.pollock","[40,999)","Opilio",0,41297,0
2010,"NBS","NBS72","W.pollock","[40,999)","Pandalidae",3.91765419485915e-06,41297,0.161787365285098
2010,"NBS","NBS72","W.pollock","[40,999)","pollock",0,41297,0
2010,"NBS","NBS72","W.pollock","[40,999)","Polychaete",2.8169560779891e-05,41297,1.16331835152716
2010,"NBS","NBS72","W.pollock","[40,999)","squids",0,41297,0
2010,"NBS","NBS72","W.pollock","[40,999)","zoop_other",7.9424394582144e-05,41297,3.2799892230588
2010,"NBS","NBS81","W.pollock","[0,10)","MISSING",1.41340880819873e-06,38352,0.0542070546120375
2010,"NBS","NBS81","W.pollock","[10,25)","amphipods",5.08240517811039e-05,38352,1.9492040339089
2010,"NBS","NBS81","W.pollock","[10,25)","benthos",1.91735748600109e-06,38352,0.073534494303114
2010,"NBS","NBS81","W.pollock","[10,25)","copepods",3.05982586394862e-06,38352,0.117350441534157
2010,"NBS","NBS81","W.pollock","[10,25)","euphausiids",1.36090030301807e-05,38352,0.52193248421349
2010,"NBS","NBS81","W.pollock","[10,25)","fish_other",0,38352,0
2010,"NBS","NBS81","W.pollock","[10,25)","Flatfish",0,38352,0
2010,"NBS","NBS81","W.pollock","[10,25)","MISSING",0,38352,0
2010,"NBS","NBS81","W.pollock","[10,25)","Mysid",6.53255289113217e-05,38352,2.50536468480701
2010,"NBS","NBS81","W.pollock","[10,25)","Opilio",0,38352,0
2010,"NBS","NBS81","W.pollock","[10,25)","Pandalidae",0,38352,0
2010,"NBS","NBS81","W.pollock","[10,25)","pollock",0,38352,0
2010,"NBS","NBS81","W.pollock","[10,25)","Polychaete",0,38352,0
2010,"NBS","NBS81","W.pollock","[10,25)","squids",0,38352,0
2010,"NBS","NBS81","W.pollock","[10,25)","zoop_other",1.60707107299978e-05,38352,0.616343897916875
2010,"NBS","NBS81","W.pollock","[40,999)","MISSING",0.000103830528100715,38352,3.98210841371863
2017,"NBS","NBS70","W.pollock","[0,10)","MISSING",2.03634266738944e-05,79261,1.61402556159954
2017,"NBS","NBS70","W.pollock","[10,25)","amphipods",0.000536533795675349,79261,42.5262051790238
2017,"NBS","NBS70","W.pollock","[10,25)","benthos",8.67524342346551e-05,79261,6.876084689873
2017,"NBS","NBS70","W.pollock","[10,25)","copepods",0.000348304789629505,79261,27.6069859308242
2017,"NBS","NBS70","W.pollock","[10,25)","euphausiids",6.86016956590314e-05,79261,5.43743899963048
2017,"NBS","NBS70","W.pollock","[10,25)","fish_other",0.000217170024425349,79261,17.2131133059776
2017,"NBS","NBS70","W.pollock","[10,25)","Flatfish",0,79261,0
2017,"NBS","NBS70","W.pollock","[10,25)","MISSING",0,79261,0
2017,"NBS","NBS70","W.pollock","[10,25)","Mysid",0.000292792873015749,79261,23.2070559081013
2017,"NBS","NBS70","W.pollock","[10,25)","Opilio",0,79261,0
2017,"NBS","NBS70","W.pollock","[10,25)","Pandalidae",1.48274842152769e-06,79261,0.117524122638706
2017,"NBS","NBS70","W.pollock","[10,25)","pollock",0,79261,0
2017,"NBS","NBS70","W.pollock","[10,25)","Polychaete",1.44194352402758e-05,79261,1.1428988565795
2017,"NBS","NBS70","W.pollock","[10,25)","squids",0,79261,0
2017,"NBS","NBS70","W.pollock","[10,25)","zoop_other",0.000335397924875366,79261,26.5839749235464
2017,"NBS","NBS70","W.pollock","[25,40)","amphipods",9.51493012683176e-07,79261,0.0754162876782812
2017,"NBS","NBS70","W.pollock","[25,40)","benthos",0.000436147708687005,79261,34.5695035382407
2017,"NBS","NBS70","W.pollock","[25,40)","copepods",0.000671996973940496,79261,53.2631521514976
2017,"NBS","NBS70","W.pollock","[25,40)","euphausiids",0.0001059821047545,79261,8.40024760494641
2017,"NBS","NBS70","W.pollock","[25,40)","fish_other",0,79261,0
2017,"NBS","NBS70","W.pollock","[25,40)","Flatfish",0,79261,0
2017,"NBS","NBS70","W.pollock","[25,40)","MISSING",0,79261,0
2017,"NBS","NBS70","W.pollock","[25,40)","Mysid",0.000200604483967506,79261,15.9001120037485
2017,"NBS","NBS70","W.pollock","[25,40)","Opilio",0,79261,0
2017,"NBS","NBS70","W.pollock","[25,40)","Pandalidae",0,79261,0
2017,"NBS","NBS70","W.pollock","[25,40)","pollock",0,79261,0
2017,"NBS","NBS70","W.pollock","[25,40)","Polychaete",0,79261,0
2017,"NBS","NBS70","W.pollock","[25,40)","squids",0,79261,0
2017,"NBS","NBS70","W.pollock","[25,40)","zoop_other",0.000148330858820249,79261,11.7568522009518
2017,"NBS","NBS70","W.pollock","[40,999)","amphipods",0.00190034504421763,79261,150.623248549734
2017,"NBS","NBS70","W.pollock","[40,999)","benthos",0.00308534170043642,79261,244.547268518291
2017,"NBS","NBS70","W.pollock","[40,999)","copepods",0.000117141057827116,79261,9.28471738443501
2017,"NBS","NBS70","W.pollock","[40,999)","euphausiids",0.000834203616219973,79261,66.1198128252113
2017,"NBS","NBS70","W.pollock","[40,999)","fish_other",0.00763882174994588,79261,605.460650722461
2017,"NBS","NBS70","W.pollock","[40,999)","Flatfish",0.000274770582563954,79261,21.7785911446015
2017,"NBS","NBS70","W.pollock","[40,999)","MISSING",6.65831252057606e-05,79261,5.27744508693379
2017,"NBS","NBS70","W.pollock","[40,999)","Mysid",0.00139091103526615,79261,110.24499956623
2017,"NBS","NBS70","W.pollock","[40,999)","Opilio",6.65216457843246e-05,79261,5.27257216651135
2017,"NBS","NBS70","W.pollock","[40,999)","Pandalidae",0.000479637550465251,79261,38.0165518874263
2017,"NBS","NBS70","W.pollock","[40,999)","pollock",0.000852726665710571,79261,67.5879682508856
2017,"NBS","NBS70","W.pollock","[40,999)","Polychaete",0.00354533274848034,79261,281.006618977301
2017,"NBS","NBS70","W.pollock","[40,999)","squids",0,79261,0
2017,"NBS","NBS70","W.pollock","[40,999)","zoop_other",0.00539169884140695,79261,427.351441868756
2017,"NBS","NBS71","W.pollock","[0,10)","MISSING",0,41297,0
2017,"NBS","NBS71","W.pollock","[10,25)","amphipods",4.42474503018328e-06,41297,0.182728695511479
2017,"NBS","NBS71","W.pollock","[10,25)","benthos",3.65820003574501e-06,41297,0.151072686876162
2017,"NBS","NBS71","W.pollock","[10,25)","copepods",4.05266158475037e-05,41297,1.67362765465436
2017,"NBS","NBS71","W.pollock","[10,25)","euphausiids",1.47024226599646e-05,41297,0.60716594858856
2017,"NBS","NBS71","W.pollock","[10,25)","fish_other",0.000121172400524455,41297,5.00405662445842
2017,"NBS","NBS71","W.pollock","[10,25)","Flatfish",0,41297,0
2017,"NBS","NBS71","W.pollock","[10,25)","MISSING",0,41297,0
2017,"NBS","NBS71","W.pollock","[10,25)","Mysid",1.8793949336126e-05,41297,0.776133725733994
2017,"NBS","NBS71","W.pollock","[10,25)","Opilio",0,41297,0
2017,"NBS","NBS71","W.pollock","[10,25)","Pandalidae",0,41297,0
2017,"NBS","NBS71","W.pollock","[10,25)","pollock",0,41297,0
2017,"NBS","NBS71","W.pollock","[10,25)","Polychaete",1.98662180360316e-07,41297,0.00820415206233999
2017,"NBS","NBS71","W.pollock","[10,25)","squids",0,41297,0
2017,"NBS","NBS71","W.pollock","[10,25)","zoop_other",1.9684172434738e-05,41297,0.812897269037376
2017,"NBS","NBS71","W.pollock","[40,999)","amphipods",6.48734999059124e-06,41297,0.267908092561446
2017,"NBS","NBS71","W.pollock","[40,999)","benthos",0.000100509024707857,41297,4.15072119336039
2017,"NBS","NBS71","W.pollock","[40,999)","copepods",1.60298205786196e-07,41297,0.00661983500435255
2017,"NBS","NBS71","W.pollock","[40,999)","euphausiids",1.75396968932964e-06,41297,0.072433686260246
2017,"NBS","NBS71","W.pollock","[40,999)","fish_other",0.00387121341739244,41297,159.869500498055
2017,"NBS","NBS71","W.pollock","[40,999)","Flatfish",0,41297,0
2017,"NBS","NBS71","W.pollock","[40,999)","MISSING",0,41297,0
2017,"NBS","NBS71","W.pollock","[40,999)","Mysid",8.09737617415446e-06,41297,0.334397343864057
2017,"NBS","NBS71","W.pollock","[40,999)","Opilio",4.97624941910035e-05,41297,2.05504172260587
2017,"NBS","NBS71","W.pollock","[40,999)","Pandalidae",0.000162174978501306,41297,6.69734008716844
2017,"NBS","NBS71","W.pollock","[40,999)","pollock",0,41297,0
2017,"NBS","NBS71","W.pollock","[40,999)","Polychaete",0.000121212083458573,41297,5.00569541058871
2017,"NBS","NBS71","W.pollock","[40,999)","squids",0,41297,0
2017,"NBS","NBS71","W.pollock","[40,999)","zoop_other",0.000372865308741327,41297,15.3982186550906
2017,"NBS","NBS72","W.pollock","[0,10)","MISSING",9.46039660815829e-06,41297,0.390685998727113
2017,"NBS","NBS72","W.pollock","[10,25)","amphipods",7.92250332352862e-05,41297,3.27175619751762
2017,"NBS","NBS72","W.pollock","[10,25)","benthos",2.50666463291075e-05,41297,1.03517729345315
2017,"NBS","NBS72","W.pollock","[10,25)","copepods",3.67093929685308e-06,41297,0.151598780142142
2017,"NBS","NBS72","W.pollock","[10,25)","euphausiids",0.000165861656736642,41297,6.84958883825312
2017,"NBS","NBS72","W.pollock","[10,25)","fish_other",2.85024878785624e-05,41297,1.17706724192099
2017,"NBS","NBS72","W.pollock","[10,25)","Flatfish",0,41297,0
2017,"NBS","NBS72","W.pollock","[10,25)","MISSING",4.18793460841274e-07,41297,0.0172949135523621
2017,"NBS","NBS72","W.pollock","[10,25)","Mysid",0,41297,0
2017,"NBS","NBS72","W.pollock","[10,25)","Opilio",0,41297,0
2017,"NBS","NBS72","W.pollock","[10,25)","Pandalidae",3.72363987216692e-05,41297,1.53775155800877
2017,"NBS","NBS72","W.pollock","[10,25)","pollock",0,41297,0
2017,"NBS","NBS72","W.pollock","[10,25)","Polychaete",9.42214229300887e-06,41297,0.389106210274387
2017,"NBS","NBS72","W.pollock","[10,25)","squids",0,41297,0
2017,"NBS","NBS72","W.pollock","[10,25)","zoop_other",2.90036766118654e-06,41297,0.119776483304021
2017,"NBS","NBS72","W.pollock","[40,999)","amphipods",0.00641754963863457,41297,265.025547426692
2017,"NBS","NBS72","W.pollock","[40,999)","benthos",0.00363542244458691,41297,150.132040694105
2017,"NBS","NBS72","W.pollock","[40,999)","copepods",0.000136645832109137,41297,5.64306292861101
2017,"NBS","NBS72","W.pollock","[40,999)","euphausiids",0.0272792788360792,41297,1126.55237809356
2017,"NBS","NBS72","W.pollock","[40,999)","fish_other",0.0051210253680966,41297,211.482984626285
2017,"NBS","NBS72","W.pollock","[40,999)","Flatfish",0,41297,0
2017,"NBS","NBS72","W.pollock","[40,999)","MISSING",3.3436559725143e-06,41297,0.138082960696923
2017,"NBS","NBS72","W.pollock","[40,999)","Mysid",1.57069896300885e-06,41297,0.0648651550753765
2017,"NBS","NBS72","W.pollock","[40,999)","Opilio",0.000225143977051599,41297,9.29777082029989
2017,"NBS","NBS72","W.pollock","[40,999)","Pandalidae",0.000974159737497091,41297,40.2298746794174
2017,"NBS","NBS72","W.pollock","[40,999)","pollock",0.0003518165038581,41297,14.528966159828
2017,"NBS","NBS72","W.pollock","[40,999)","Polychaete",0.0116694560186896,41297,481.913525203826
2017,"NBS","NBS72","W.pollock","[40,999)","squids",0,41297,0
2017,"NBS","NBS72","W.pollock","[40,999)","zoop_other",0.000631274582537522,41297,26.069746435052
2017,"NBS","NBS81","W.pollock","[0,10)","MISSING",4.70137817028042e-06,38352,0.180307255586595
2017,"NBS","NBS81","W.pollock","[10,25)","amphipods",3.8391558639305e-08,38352,0.00147239305693462
2017,"NBS","NBS81","W.pollock","[10,25)","benthos",0,38352,0
2017,"NBS","NBS81","W.pollock","[10,25)","copepods",3.8990591351764e-05,38352,1.49536715952285
2017,"NBS","NBS81","W.pollock","[10,25)","euphausiids",6.33628830242334e-06,38352,0.24300932897454
2017,"NBS","NBS81","W.pollock","[10,25)","fish_other",0,38352,0
2017,"NBS","NBS81","W.pollock","[10,25)","Flatfish",0,38352,0
2017,"NBS","NBS81","W.pollock","[10,25)","MISSING",0,38352,0
2017,"NBS","NBS81","W.pollock","[10,25)","Mysid",4.09537461393453e-06,38352,0.157065807193617
2017,"NBS","NBS81","W.pollock","[10,25)","Opilio",0,38352,0
2017,"NBS","NBS81","W.pollock","[10,25)","Pandalidae",0,38352,0
2017,"NBS","NBS81","W.pollock","[10,25)","pollock",0,38352,0
2017,"NBS","NBS81","W.pollock","[10,25)","Polychaete",0,38352,0
2017,"NBS","NBS81","W.pollock","[10,25)","squids",0,38352,0
2017,"NBS","NBS81","W.pollock","[10,25)","zoop_other",9.90670561985897e-06,38352,0.379941973932831
2017,"NBS","NBS81","W.pollock","[25,40)","MISSING",7.22942783453626e-05,38352,2.77263016310135
2017,"NBS","NBS81","W.pollock","[40,999)","amphipods",0.000780364214960413,38352,29.9285283721618
2017,"NBS","NBS81","W.pollock","[40,999)","benthos",0.00160929733527992,38352,61.7197714026556
2017,"NBS","NBS81","W.pollock","[40,999)","copepods",0.000228291143967053,38352,8.75542195342441
2017,"NBS","NBS81","W.pollock","[40,999)","euphausiids",0.00202210707136351,38352,77.5518504009332
2017,"NBS","NBS81","W.pollock","[40,999)","fish_other",0.00277363445030168,38352,106.37442843797
2017,"NBS","NBS81","W.pollock","[40,999)","Flatfish",0.000104937013307541,38352,4.02454433437082
2017,"NBS","NBS81","W.pollock","[40,999)","MISSING",1.6398705641737e-05,38352,0.628923158771897
2017,"NBS","NBS81","W.pollock","[40,999)","Mysid",3.44501194937414e-05,38352,1.32123098282397
2017,"NBS","NBS81","W.pollock","[40,999)","Opilio",0,38352,0
2017,"NBS","NBS81","W.pollock","[40,999)","Pandalidae",9.57618284589624e-05,38352,3.67265764505813
2017,"NBS","NBS81","W.pollock","[40,999)","pollock",0.00181101510592645,38352,69.4560513424913
2017,"NBS","NBS81","W.pollock","[40,999)","Polychaete",0.000520680256660787,38352,19.9691292034545
2017,"NBS","NBS81","W.pollock","[40,999)","squids",0,38352,0
2017,"NBS","NBS81","W.pollock","[40,999)","zoop_other",0.00142093538567803,38352,54.4957139115239
2019,"NBS","NBS70","W.pollock","[0,10)","MISSING",0.000122200084201943,79261,9.68570087393017
2019,"NBS","NBS70","W.pollock","[10,25)","amphipods",0.000875240878104726,79261,69.3724672394587
2019,"NBS","NBS70","W.pollock","[10,25)","benthos",0.000344342002753121,79261,27.2928914802151
2019,"NBS","NBS70","W.pollock","[10,25)","copepods",0.00073386974428891,79261,58.1672498020833
2019,"NBS","NBS70","W.pollock","[10,25)","euphausiids",8.1580369480732e-05,79261,6.4661416654123
2019,"NBS","NBS70","W.pollock","[10,25)","fish_other",2.79717148368296e-05,79261,2.21706608968195
2019,"NBS","NBS70","W.pollock","[10,25)","Flatfish",0,79261,0
2019,"NBS","NBS70","W.pollock","[10,25)","MISSING",1.60335112040066e-05,79261,1.27083213154077
2019,"NBS","NBS70","W.pollock","[10,25)","Mysid",0.00113961718816031,79261,90.3271979507747
2019,"NBS","NBS70","W.pollock","[10,25)","Opilio",1.94769495897349e-06,79261,0.154376250143198
2019,"NBS","NBS70","W.pollock","[10,25)","Pandalidae",0,79261,0
2019,"NBS","NBS70","W.pollock","[10,25)","pollock",9.73850727700184e-05,79261,7.71883825282443
2019,"NBS","NBS70","W.pollock","[10,25)","Polychaete",0.000130263246381674,79261,10.3247951714579
2019,"NBS","NBS70","W.pollock","[10,25)","squids",0,79261,0
2019,"NBS","NBS70","W.pollock","[10,25)","zoop_other",0.00219179059323103,79261,173.723514210085
2019,"NBS","NBS70","W.pollock","[25,40)","amphipods",0.000451193102461743,79261,35.7620164942202
2019,"NBS","NBS70","W.pollock","[25,40)","benthos",0.000160676719073535,79261,12.7353974304874
2019,"NBS","NBS70","W.pollock","[25,40)","copepods",4.84901512076442e-05,79261,3.84337787486909
2019,"NBS","NBS70","W.pollock","[25,40)","euphausiids",0,79261,0
2019,"NBS","NBS70","W.pollock","[25,40)","fish_other",0.000976984959267804,79261,77.4368048565254
2019,"NBS","NBS70","W.pollock","[25,40)","Flatfish",0,79261,0
2019,"NBS","NBS70","W.pollock","[25,40)","MISSING",8.54418545648114e-07,79261,0.0677220683466152
2019,"NBS","NBS70","W.pollock","[25,40)","Mysid",0.000112303101614424,79261,8.90125613706087
2019,"NBS","NBS70","W.pollock","[25,40)","Opilio",1.2509225264407e-05,79261,0.991493703682159
2019,"NBS","NBS70","W.pollock","[25,40)","Pandalidae",0,79261,0
2019,"NBS","NBS70","W.pollock","[25,40)","pollock",0,79261,0
2019,"NBS","NBS70","W.pollock","[25,40)","Polychaete",8.37320636304467e-05,79261,6.63668709541283
2019,"NBS","NBS70","W.pollock","[25,40)","squids",0,79261,0
2019,"NBS","NBS70","W.pollock","[25,40)","zoop_other",0.000830478130100689,79261,65.8245270699107
2019,"NBS","NBS70","W.pollock","[40,999)","amphipods",0.000704484673308395,79261,55.8381596910967
2019,"NBS","NBS70","W.pollock","[40,999)","benthos",0.00343929902295021,79261,272.602279858056
2019,"NBS","NBS70","W.pollock","[40,999)","copepods",0.000144711928937299,79261,11.4700121994992
2019,"NBS","NBS70","W.pollock","[40,999)","euphausiids",0.000160657706144185,79261,12.7338904466942
2019,"NBS","NBS70","W.pollock","[40,999)","fish_other",0.00253510773467171,79261,200.935174157814
2019,"NBS","NBS70","W.pollock","[40,999)","Flatfish",5.97217901144006e-05,79261,4.7336088062575
2019,"NBS","NBS70","W.pollock","[40,999)","MISSING",0.000110703230495311,79261,8.77444875228884
2019,"NBS","NBS70","W.pollock","[40,999)","Mysid",0.000363481127181243,79261,28.8098776215125
2019,"NBS","NBS70","W.pollock","[40,999)","Opilio",4.35217880146969e-05,79261,3.44958043983289
2019,"NBS","NBS70","W.pollock","[40,999)","Pandalidae",0.000117083805192877,79261,9.28017948339266
2019,"NBS","NBS70","W.pollock","[40,999)","pollock",0.0019348886719522,79261,153.361211027603
2019,"NBS","NBS70","W.pollock","[40,999)","Polychaete",0.000924902575576785,79261,73.3087030427916
2019,"NBS","NBS70","W.pollock","[40,999)","squids",7.65860402915255e-06,79261,0.60702861395466
2019,"NBS","NBS70","W.pollock","[40,999)","zoop_other",0.010895591833175,79261,863.595504289284
2019,"NBS","NBS71","W.pollock","[0,10)","MISSING",0,41297,0
2019,"NBS","NBS71","W.pollock","[10,25)","amphipods",0.000760494019985305,41297,31.4061215433331
2019,"NBS","NBS71","W.pollock","[10,25)","benthos",0.000484966368551752,41297,20.0276561220817
2019,"NBS","NBS71","W.pollock","[10,25)","copepods",0.00149150070830148,41297,61.5945047507261
2019,"NBS","NBS71","W.pollock","[10,25)","euphausiids",0.000495988228750042,41297,20.4828258826905
2019,"NBS","NBS71","W.pollock","[10,25)","fish_other",9.23026173717695e-05,41297,3.81182118960197
2019,"NBS","NBS71","W.pollock","[10,25)","Flatfish",0,41297,0
2019,"NBS","NBS71","W.pollock","[10,25)","MISSING",1.06531812053466e-06,41297,0.0439944424237197
2019,"NBS","NBS71","W.pollock","[10,25)","Mysid",0.000628614183337706,41297,25.9598799292973
2019,"NBS","NBS71","W.pollock","[10,25)","Opilio",1.2873704029722e-05,41297,0.53164535531543
2019,"NBS","NBS71","W.pollock","[10,25)","Pandalidae",0,41297,0
2019,"NBS","NBS71","W.pollock","[10,25)","pollock",0,41297,0
2019,"NBS","NBS71","W.pollock","[10,25)","Polychaete",2.63810197749416e-05,41297,1.08945697364576
2019,"NBS","NBS71","W.pollock","[10,25)","squids",0,41297,0
2019,"NBS","NBS71","W.pollock","[10,25)","zoop_other",0.000349321160072236,41297,14.4259159475031
